city,station_id,station_name,latitude,longitude
Toronto,fb337bbed72e2be090071e199899b2be,Queen St E / Woodward Ave,43.665269,-79.319796
Toronto,4ff88d5880e71aa40d34cfe5d09b0ca7,Primrose Ave / Davenport Rd,43.67142,-79.445947
Toronto,a09c67c0b419654d907c9134b108e328,Queen St E / Rhodes Ave,43.666224,-79.317693
Toronto,d6a9daee68070a8b106cfb598d81308c,Bond St / Queen St E,43.653236,-79.376716
Toronto,8f8af40d9388c8a3962559e8681d3db7,Church St / Alexander St,43.663722,-79.380288
Toronto,5a441560e262305d1934fb3ada5a9517,University Ave / Gerrard St W (East Side),43.657763,-79.389165
Toronto,18ea490ab3ca4d10e2927308416edbef,Edward St / Yonge St,43.656729,-79.382736
Toronto,b7850948607474362d3728f19a77fdff,Euclid Ave / Bloor St W,43.664467,-79.414783
Toronto,7ffd06e0207f80fe1ff6b5ae0bb0544c,Yonge St / Aylmer Ave,43.675492,-79.388858
Toronto,17fadbdc5848036c8485099bbf517294,Davenport Rd / Avenue Rd,43.674991,-79.396273
Toronto,843dcb87ce2ddb002d2b2900a5418355,Yonge St / Yorkville Ave,43.671944,-79.387778
Toronto,438406694750984faa317bc6b1f3f909,Dundas St E / Broadview Ave,43.662365,-79.351104
Toronto,41c3e6d3bf3bd993e7d56e22084ab5ee,Front St W / Yonge St (Hockey Hall of Fame),43.646144,-79.377962
Toronto,c95712a6fe0babf73cb9da2c05889749,Gerrard St E / River St,43.663993,-79.358534
Toronto,2aedc79960408d746f43fb1d91bf7030,Jarvis St / Dundas St E,43.657266,-79.374756
Toronto,77f9f2420581968255251d9f26c78024,Regal Rd / Dufferin St,43.673939,-79.441159
Toronto,7461a94289f2956b380e5b7684b56a1e,Morse St / Eastern Ave,43.657991,-79.340075
Toronto,69dc0257a4d3a1dcd5af06dc3b4eed8c,Alton Ave / Dundas St E (Greenwood Park),43.66745,-79.329408
Toronto,365a0f49bf1c9b42c35b531688b9fed9,Blake St / Boultbee Ave,43.672453,-79.338259
Toronto,49021f20833894e3dbfaea4fb6e7a9dc,Eastern Ave / Winnifred Ave,43.6592088,-79.3348396
Toronto,3910976dfd5888140602a42b14637022,Gamble Ave / Broadview Ave,43.689211,-79.35438
Toronto,1fe2e0ad1678ffaf965b10e03a08aaf2,111 Bond St (North of Dundas St E)  - SMART,43.656927,-79.378497
Toronto,e565aef96d6d5fce5279ef6f24b9ce69,Dundas St E / Pembroke St - SMART,43.658295,-79.372346
Toronto,c765943cac057b6cac0946eff428bf5b,Victoria Park Subway Station - SMART,43.6940155,-79.2889842
Toronto,e0dec8b8f5ed285bfbd952bb253084f4,Wychwood Ave / Benson Ave - SMART,43.6809164,-79.4229684
Toronto,5ee5f79fc51737623d425310eb0bf02b,Lawton Blvd / Yonge St,43.6910667,-79.39535
Toronto,0daa4477ec313c30dc3036f4bd45e0ba,Yonge St / Davisville Ave,43.6975969,-79.39654
Toronto,e2911ec2b832c350dad0a8831a30d273,Fort York  Blvd / Capreol Ct,43.639832,-79.395954
Toronto,57ef343f4e12ae497e29c3693d922197,St. George St / Bloor St W,43.667333,-79.399429
Toronto,a0100ff8f210b72706e06b4c31a329fe,King St W / York St,43.6480008,-79.383177
Toronto,75b9fc3e9bf42a5d26fa1393d9ce72ed,Rosehill Ave / Avoca Ave - SMART,43.687999,-79.38906
Toronto,d3e1a4057d9bf7c31c216017a0f1989b,Bloor St W / Dundas St W,43.6563889,-79.45166666666667
Toronto,8a4d335d5540e0c2132ffdb1def165f6,Bathurst St / Fort York Blvd,43.639179,-79.399595
Toronto,359ce82fbe9d1e9e9962321e62f6066f,Spadina Ave / Willcocks St,43.6616667,-79.40138888888889
Toronto,4077bf05c083f50d09a52487fd234193,Cariboo Ave / Railpath Trail,43.66666667,-79.45833333333334
Toronto,6aa469025f8c5ff029052fab35bca1f4,College St / Major St,43.6576,-79.4032
Toronto,b086f4ccca33b1b976b40abe69b78d42,McGill St / Church St,43.660694,-79.379052
Toronto,0fa15700b0d780b8f810ced06a01760d,Queens Quay W / Dan Leckie Way,43.636533,-79.395854
Toronto,c3033415413ac24bf33672aa79838018,College Park South,43.659777,-79.382767
Toronto,ce6e330ba7f61e0453dc1567eaa02745,25 York St – Union Station South,43.643667,-79.380414
Toronto,049c76540151608ec55bfcd0e1748f41,161 Bleecker St (South of Wellesley),43.666233,-79.373327
Toronto,55a100afdce605b59cf4acbefcdf3213,Spadina Ave / Fort York Blvd,43.640114,-79.393249
Toronto,422a936ddcb551dd9f26ec313a450057,Augusta Ave / Denison Sq,43.653766,-79.4016759
Toronto,e38ee1ccd4c3964a5c0d308d29403b88,Lansdowne Ave / Whytock Ave,43.6538888888889,-79.4413888888889
Toronto,fc5b892aa82601e2374e8c1772dde569,Sterling Rd / Dundas St W,43.6508333333333,-79.4430555555556
Toronto,452241fc4e912119f006a20b4b0099cf,Ossington Ave / College St,43.6544915,-79.422634
Toronto,eb20e0b8c7c8bf1fc4157a3b715e2837,High Park Subway Station,43.6543604,-79.4655296
Toronto,baedec3042f7094d0564ef8a1295e5d8,Lake Shore Blvd W / Ellis Ave,43.635932,-79.465083
Toronto,e4481e45d22462b01aca9513d8f5674e,Lake Shore Blvd W / Windermere Ave,43.634896,-79.467763
Toronto,0cf5a51077c51159b5d6c8ed5b4c9db5,Martin Goodman Trail (Marilyn Bell Park),43.6314,-79.4304
Toronto,59ef2a57efd0caf7727dbb6451bb8808,Lake Shore Blvd W / The Boulevard Club,43.636731,-79.444966
Toronto,fe00988a883c9469b82d17221ef1824b,Dundas St W / Roncesvalles Ave Green P -SMART,43.6534268,-79.4512787
Toronto,f376aecd6bb0d97d5d1580e9537017dd,Erskine Ave / Yonge St SMART,43.7112153,-79.39894
Toronto,d04f206f6afecb72f5821586d56f5071,D'Arcy St / McCaul St - SMART,43.655227,-79.39201
Toronto,d7227eafd0ff8024632b2c9cef1f209c,Mortimer Ave / Carlaw Ave SMART,43.685167,-79.34962
Toronto,0ec9fc6c92f35e65f603cd6e7c550f1f,Cumberland St / Bay St SMART,43.6704537,-79.39014
Toronto,0ff8f31be644b9e2af6d38b89bf42c07,Niagara St / Tecumseth St,43.641389,-79.404444
Toronto,bb30daddc7221e19cffecf3ac108f28c,Dundas St W / St. Patrick St,43.6545174,-79.3895315
Toronto,f52bcef41a84669da7a468cfc4531356,Robert St / Bloor St W - SMART,43.665846,-79.404998
Toronto,05d7abba295be4af9e74ca3ec241ebd7,Queen St E / Hammersmith Ave,43.671349,-79.29451
Toronto,973748f7f27229b41ca0d2a96dea777e,Queen St. E / Eastern Ave,43.667208,-79.312315
Toronto,e5a7fc18db4989ecaf70a7e98866faee,Hubbard Blvd / Balsam Av,43.669328,-79.288949
Toronto,c7cbc921ca5b8310e7218ca5669ad83f,Queen St. E / Spruce Hill Rd.,43.672571,-79.289
Toronto,d1de2ddc0ea8a90d00ff717ad60a2f23,Lower Spadina Ave / Lake Shore Blvd W,43.638497,-79.39192
Toronto,61291082be03c77f92f883b95292557a,Lower Coxwell Ave /  Lake Shore Blvd E,43.662771,-79.315223
Toronto,d60491c58bb95d6ddefb1f1b1ac3f56f,Amelia St / Sumach St,43.66852,-79.363525
Toronto,d81d4d6231b9da01ba7f3d6e50728ca8,Augusta Ave / Dundas St W,43.652473,-79.401456
Toronto,d0a8478c786cb2480de4fcecda844781,Queen St W / Ossington Ave,43.643975,-79.419576
Toronto,1053161189e46ea1c3122c94b644bc9d,Trinity St /Front St E,43.651318,-79.36023
Toronto,02feaaef65cff4671fb1935179895659,Dundas St W / Yonge St,43.656094,-79.381484
Toronto,b076c918fa10b274340bcdb0f0bca1a6,Kendal Ave / Spadina Rd,43.670318,-79.405181
Toronto,dc268bf6d12c7311db0b5b61b3304b03,King St W / Joe Shuster Way,43.639444,-79.423611
Toronto,0abdfc3177000757dcd71bd4c8b479ee,Yarmouth Rd / Christie St,43.67,-79.42083333333333
Toronto,37c32c09c594b83701b3b8f6e32db605,Palmerston Ave / Vermont Ave,43.671389,-79.416389
Toronto,8536b57314846d3b42645c0023e6e60d,Christie St / Benson Ave (Wychwood Barns),43.68,-79.42500000000001
Toronto,8db5b143b08ea1fed85f0702fcfe01ec,King St W / Fraser Ave,43.6394444,-79.42527777777778
Toronto,879f0d4ef4403ab902e541528bf329f6,Macpherson Ave / Spadina Rd,43.675791,-79.40698
Toronto,c497911a9c04bebbbc32e5211c081f85,Bridgman Ave / Kendal Ave,43.675556,-79.410278
Toronto,2e19220f1e64559e88f3c48b3ebf2916,Bridgman Ave / Bathurst St,43.674444,-79.414722
Toronto,afa3ff2218a5d1817934c7c7c7bb5d19,Kendal Ave / Bernard Ave,43.671513,-79.408317
Toronto,ddba9c631e11fbae48e2be60289f60c2,Pretoria Ave / Broadview Ave,43.6783213,-79.35822
Toronto,a7ca61373064c6581461132f1ae050de,Broadview Ave / Westwood Ave,43.6848652,-79.356602
Toronto,62a1c39596c3d512dfa04f1d29b81035,Fulton Ave / Pape Ave,43.68395,-79.347046
Toronto,b960be1eba97f5aefc6ad39ecc93cb11,Cosburn Ave / Donlands Ave,43.690537,-79.341307
Toronto,908b17c0d06011373777bace0a3cd74c,Beltline Trail / Chaplin Cres,43.704461,-79.423122
Toronto,d2ce6ae839b7df2c912ab140253a5574,Lake Shore Blvd E / Leslie St,43.659195,-79.329196
Toronto,72de8a8e0a0966768f8115d755532e4c,Rosedale Park (20 Scholfield Ave),43.682645,-79.377557
Toronto,4c18c44e6f93e57321d327124945cb19,Mary McCormick Rec Centre (Sheridan Ave),43.6475,-79.43305555555555
Toronto,071b427d1f3f600d6b9f35ca6576ebe2,Davenport Rd / Lansdowne Ave,43.671526,-79.44874
Toronto,08b57a79795bbd49a15e4a3692ee924f,Front St W / University Ave (2),43.6452972,-79.3827914
Toronto,fe806cf907683c67f4d2899eb4123f00,457 King St W,43.6452091,-79.3960744
Toronto,dad51db43939490092b81d8cea72e018,Dufferin St / Sylvan Av (Dufferin Grove Park),43.6555556,-79.43361111111112
Toronto,d06ed2c21f6ff4e4cbc77b64e65bd801,Crawford St / Queen St W,43.645665,-79.415345
Toronto,789f216e52af17d73307365401bb9109,Dundas St E / Regent Park Blvd,43.660207,-79.361275
Toronto,9c5b6e6af1002ebba73b6be3039e78a2,Lower Sherbourne St / The Esplanade,43.648655,-79.367061
Toronto,ceb52586adc7097b47183068a3d24862,Nelson St / Duncan St,43.648711,-79.389728
Toronto,4b5b510307e10e878321a5eaa419c976,Jimmie Simpson Park (Queen St E),43.6605603,-79.3437663
Toronto,ed77bb45e5a6964a4b94c780d5c21584,Queen St E / Sackville St,43.6561111,-79.36138888888888
Toronto,419d42f093b90ba03bd31b21039ff5f0,Mill St / Tannery Rd,43.652219,-79.354455
Toronto,b3fca97a4a4308fefb648b6815e3907d,Cherry St / Distillery Ln,43.650279,-79.356832
Toronto,17b0d8ca1c69eca14d3173c15fa144e4,Queen St W / Spadina Ave,43.649147,-79.395504
