city,station_id,station_name,latitude,longitude
Toronto,c4077147fd13aa009cb7f1a59b0f8178,Willcocks St / St. George St,43.662085,-79.397735
Toronto,b894ec8d0d8ab0f3a9bf708ee4c90d14,Dundas St E / Parliament St,43.659575,-79.365769
Toronto,195c1a917f697ab4b4fb52431e921423,Queen's Park / Bloor St W,43.668456,-79.393899
Toronto,e67960ae2a91a3adf6adf65a92dfd09f,Fort York Blvd / Bathurst St - SMART,43.639052,-79.399792
Toronto,4b7f75302d4eec9130e1e486ba486571,Alma Ave / Gladstone Ave SMART,43.6448617,-79.42822
Toronto,1e01daecd9b52d95d82346c5c81d2ba0,Harbord St / Clinton St,43.660414,-79.415646
Toronto,82051b9dc79b4b401acc0872abc734a9,Central Tech  (Harbord St),43.661975,-79.407896
Toronto,4504736e6ccb393e9f89000f91479688,Roxton Rd / Harbord St,43.65905,-79.422988
Toronto,b4e20439535ceebae999cba2f02789eb,Ulster St / Bathurst St,43.66,-79.4088888888889
Toronto,09007b5f868cd54be0f040f9a9a75c42,Mortimer Ave / Coxwell Ave,43.690564,-79.326319
Toronto,7f29cbdced0d217c129cc9648f1becbe,Danforth Ave / Barrington Ave,43.688325,-79.300463
Toronto,135f69ed3bde48aaf1d0006b4f080149,College Park - Gerrard Entrance,43.658938,-79.383518
Toronto,fe97ae335b31b6c455f340f397904d38,Danforth Ave / Coxwell Ave,43.683378,-79.322961
Toronto,d8db167197846ff7cbe59c9a35aed587,12 Harbour St,43.6425636,-79.3762
Toronto,391a459d2ca6e2c8eefa90736b2e9142,Howard Park Ave / Dundas St W - SMART,43.6521,-79.4486
Toronto,0ac5489c6a4750403c053598153880b0,Dufferin Gate - SMART,43.633473,-79.425679
Toronto,0e89e5d6c910f6df787cd9c903ade959,Lake Shore Blvd W / Ontario Dr,43.630254,-79.420317
Toronto,d0d6832dcab19b3cb35c2474d2e8c088,Bloor St W / Shaw St - SMART,43.662403,-79.423098
Toronto,beb87ea54499f95a614653924c99b9c4,Concord Ave / Dewson St,43.656945,-79.424911
Toronto,d8c6779ffdcc8889412fd4c9b0a08c35,Hocken Ave / Vaughan Rd,43.6817346,-79.4184725
Toronto,fba4560a5641afdb69a97d04466ef788,St Clair Ave W / Bathurst St.,43.683296,-79.418734
Toronto,a943462e1ee05f0073b647a5b787f81d,Queen St E / Nursewood Rd,43.673831,-79.281455
Toronto,e3c4ef5e47b905992ebcd262cc3df594,Kewbeach Ave / Kenilworth Ave,43.666325,-79.3014
Toronto,044fd938d016b91837e9b02be913b5c7,Lakeview Ave / Harrison St (Green P) – SMART,43.651145,-79.423742
Toronto,c8cc2df4c8343778481f7f7c53499df7,Baldwin St / Spadina Ave - SMART,43.654905,-79.398448
Toronto,2037c7d47c8b7babcd2c4a058a66a6c8,College St / Borden St,43.6571,-79.4056
Toronto,73555343619c6b9d1253029204bbd5cd,Beverley St / Dundas St W,43.652823,-79.393388
Toronto,d4c9a3af6604468422edfb03f56462db,Bay St / St. Joseph St,43.665527,-79.387499
Toronto,6e0b53806a9d068b042fa21bd67c5418,Gould St / Mutual St,43.6582,-79.3768
Toronto,c6f56ec0831b791abbce0992adba6318,Riverdale Park North (Broadview Ave),43.671172,-79.354704
Toronto,3b2853992a1700739c8fa569801e1c48,Danforth Ave / Ellerbeck St,43.677076,-79.35667
Toronto,a9f7723da0cc432f4d057e3ceede292e,Danforth Ave / Gough Ave,43.678401,-79.346289
Toronto,79b67fbfd130d41c9162e805a9e755be,Danforth Ave / Lamb Ave,43.681991,-79.329455
Toronto,667cd54aa27ec06620753f3d19a78b3d,King St W / Stafford St,43.6422222,-79.41111111111111
Toronto,37b46f2e5573e69f5451dc09c0c14660,Bathurst St / Lennox St,43.663808,-79.410491
Toronto,8db545a0135f7b92022fbdbbc75af6c4,Bathurst Subway Station,43.6666667,-79.41166666666668
Toronto,78ac4436b3398ac55b47569863af6c41,Bloor St W / Christie St,43.6638889,-79.41888888888889
Toronto,6d45f03d18059ba5e61f0d44a0cea59d,Ossington Ave / Bloor St W,43.661705,-79.425734
Toronto,cf1adac21d23e26855ea06278b5cd149,Essex St / Christie St - SMART,43.6686111,-79.42027777777778
Toronto,3863dd61e00ea66710f789ae4297a2d2,Westmoreland Ave / Fernbank Ave,43.665327,-79.43235
Toronto,46bdd4a2b7715a9e32917b830777f17f,Havelock St / Dufferin Park,43.657343,-79.43112
Toronto,6ac9cdf0b92883715b404d41c779af0b,Bathurst St / Adelaide St W,43.645324,-79.40345
Toronto,a0582ad73e21704a28197ee3c0aa4bcd,Mill St / Parliament St,43.650256,-79.36163
Toronto,bc19a4e6924e29937e76c9e82b55584c,Ossington Ave / Harrison St,43.651111111111106,-79.4213888888889
Toronto,71debce521f35fd4e280e8ee1e2dd8cc,80 Clinton St,43.656296,-79.414663
Toronto,5dd14c8888280d1274f6ad3e04f6d6cd,Claremont St / Dundas St W,43.651281,-79.411717
Toronto,d7bb48a755f69109f6584df0a207c9b2,Rusholme Park Cres / College St,43.65277778,-79.42972222
Toronto,e53f168eadc3a7e3b9704193c739cb12,College St / Crawford St,43.655,-79.418889
Toronto,3e05658e4bcad33e9d606744235dadcc,Queen St E / Alton Av,43.663912,-79.327987
Toronto,ab92855299769ca50b1354e489b31a31,Simcoe St / Wellington St W North,43.6462176,-79.3855048
Toronto,20671fface2f37dd6d2d4263534c29e5,Coxwell Ave / Plains Rd,43.69595,-79.328535
Toronto,67862da2d3680a6eaa417b8ce2d945d4,Carlaw Ave / Strathcona Ave,43.6753188,-79.3462789
Toronto,f42363acf4af847ca6fcdbe9b48c8290,Liberty St / Fraser Ave Green P,43.637981,-79.424146
Toronto,3c85f738ad60e03252f1d62fec2f34d6,King St W / Douro St,43.640885,-79.416379
Toronto,c7948cf5155f3ddaefa9a8279f203b5a,Queen St E / Berkeley St,43.6552778,-79.36583333333333
Toronto,13e6abf323682b291aadb3371ce32cc7,Carlton St / Parliament St,43.664524,-79.36793
Toronto,e46a04a7825e44fa858bc0cb00a4458a,Sumach St / Carlton St (Riverdale Farm),43.665867,-79.362506
Toronto,5db77b72334a7b8823a28662a03f8e38,King St W / Bay St (East Side),43.648575,-79.380042
Toronto,c955acbcda8513471837f2aa55a98fb1,Front St W / Blue Jays Way,43.643473,-79.390477
Toronto,6d07f3c1d79ff6816c5c04a7def6e6eb,Metro Hall Plaza,43.645859,-79.38783
Toronto,019e5937c3fc120cee906770bca8fa69,Navy Wharf Crt / Bremner Blvd,43.640722,-79.391051
Toronto,3754aff9599513c7ba4e4649ea3818dd,Jarvis St / Carlton St,43.66207,-79.37617
Toronto,e0ae749c309ee887012688bbd69c8b10,Lake Shore Blvd E / Knox Ave,43.660206,-79.3244
Toronto,ee45e3b6a9f07f4581d82c06d9bd5f51,Hubbard Blvd / Glen Manor Dr,43.668633,-79.291162
Toronto,af0a7227a67fe55fb0c12597326e6b3b,Yonge St / Dundonald St - SMART,43.665801,-79.384796
Toronto,4f8770c2a0ee3962babd83913df2e99c,Bay St / Charles St W - SMART,43.668153,-79.38891
Toronto,f0af815a9e6c12bd0382843e03fd322f,Eglinton Ave W / Henning Ave SMART,43.7063473,-79.40161
Toronto,b3786025b3e4a46d9a21d6b82087cd12,Balliol St / Yonge St  SMART,43.6978701,-79.39419
Toronto,44bdbe8a2ac75fbe4cc0edf41fe1d4fa,Frobisher Ave / Lascelles Blvd,43.696708,-79.40045
Toronto,ba979c39b60f1144fc9dd91faaeeea64,Front St E / Scott St,43.6476616,-79.37549
Toronto,eb9f4cf130feebf9af0dc0225411eb98,Frederick St / The Esplanade,43.6487245,-79.36839
Toronto,52d497af695140c759b28d7bf63e94f4,King St W / Bay St (West Side),43.64852,-79.380576
Toronto,ee2e9277d3e8a86acbfdda0e395d1378,Elizabeth St / Edward St (Bus Terminal),43.656026,-79.385327
Toronto,90d36d6e81fff926a434e196e0a43d53,King St W / Spadina Ave,43.645323,-79.395003
Toronto,14d5d7e0f5a8e23c9b50f62ea39f725c,Glen Edyth Dr / Davenport Rd,43.677778,-79.405556
Toronto,3bfbe7d9edced07da6dd283495fb8170,Queens Quay / Yonge St,43.641646,-79.375308
Toronto,58c0d439a59414e5e23bf5021e264d79,Front St W / Bay St (North Side),43.646162,-79.378912
Toronto,f36d8ed5ff407fc4eab6c9cc344661f9,Danforth Ave / Westlake Ave,43.687323,-79.304848
Toronto,15fc89637ebe1c3e63fbe123d70819ee,Jarvis St / Isabella St,43.668991,-79.379385
Toronto,ef0363fb67db85c62cfe83b7032ade5b,Yonge St / Wood St,43.6622222,-79.3825
Toronto,9fcbcd2e313ddf16bc7200bede80e9a6,King St W / Tecumseth St,43.64333333333333,-79.40555555555557
Toronto,f5506a406fb49a19088bedd1d8e9cd2f,Beverley St / College St,43.6575,-79.39527777777778
Toronto,fc62f74abe3d79fa430f55f6f56e5e3a,Gould St / Yonge St (TMU),43.657424,-79.381019
Toronto,4b13a471170e0768fe5e1ca0b30fde8d,Front St W / Bay St (South Side),43.64595,-79.378761
Toronto,5e8bf46c90fa957882beddfb6625870b,Charles St W / Balmuto St - SMART,43.668427,-79.38725
Toronto,3ba9b248dbb5b0ffa30ec9807f14476c,Charles St E / Jarvis St - SMART,43.669604,-79.381171
Toronto,0690f86b4ecb172570d8e08b5f9004c3,Queen St E / Pape Ave - SMART,43.661673,-79.337789
Toronto,9796c16b7ac90260d9f033ba4735acea,Gerrard St E / Broadview Ave  - SMART,43.665656,-79.352055
Toronto,abbcc3b45ad10472c3ec35ce3fb6e078,Humber Bay Shores Park East,43.6308933,-79.4722622
Toronto,ec48a65298b460584afe2586c15c360c,Humber Bay Shores Park West,43.6224434,-79.480284
Toronto,21982c325ac8d5dcc146b350aa0e8298,Taddle Creek Park,43.66986,-79.398443
Toronto,82748c8c8a714dd216bcd4c636585556,Thompson St / Broadview Ave - SMART,43.659471,-79.350325
Toronto,16658c808dda522274b99346e8f815fb,Roncesvalles Ave / Marmaduke St,43.650492,-79.450842
Toronto,4d985c0489e4b123e499fcaa4b70e32e,Queen St W  /  Fuller Ave - SMART,43.640255,-79.439223
Toronto,2567d3e27e558c6e6ee94c289c838111,King St W / Cowan Ave - SMART,43.637922,-79.431734
Toronto,760056e88951946d2f3e9bea859333eb,Garden Ave / Roncesvalles Ave,43.643769,-79.447915
Toronto,c08362564d4889e345bfaaa42da5fb4f,Sorauren Ave / Geoffrey St - SMART,43.649172,-79.4445087
Toronto,29f79e7d7e4440c7554a3f3e3bae4f88,Mallon Ave / Jones Ave -SMART,43.66587,-79.33443
Toronto,8d65a48806e799a8c2d5dcb77e97c1cb,Berkeley St / Dundas St E - SMART,43.658816,-79.367318
Toronto,53fc6d540a0eac8fb9f5366572e53515,128 Sterling Rd - SMART,43.654004,-79.444792
Toronto,049156f7c0e19a53a77d8310d93eed0c,Sunnyside Ave / The Queensway - SMART,43.6397,-79.44865
Toronto,adaa360374ea04ae057eba2ca7ba3e5b,Sackville St / Eastern Ave - SMART,43.653809,-79.3595
Toronto,8485289697ef258129b2437308511fcb,Davenport Rd / McAlpine St - SMART,43.673768,-79.391253
Toronto,fb0ff514e9bb7798f0a682f36f644b05,Sumach St  / Queen St E,43.656638,-79.358749
Toronto,c835abf1540e63c50d5a879e5075387e,Gerrard St E / Main St,43.684261,-79.299332
Toronto,32b476b39dacc23dda545c39ffb549cc,Southwood Dr / Kingston Rd - SMART,43.678685,-79.297974
Toronto,de5dcf1ee9ccff065e01b4516b46f190,Neil McLellan Park,43.65143,-79.47779
Toronto,8aa5c061e4ae37e2e05b05d04afadc2e,Jane St / Bloor St W (Jane Subway Station),43.64976,-79.48477
Toronto,5f6ec96dda864a01fdf0c031b6a1b6d0,Antler St / Campbell Ave - SMART,43.664182,-79.449066
Toronto,4a5734eee8c1c49197ffe9b992dd032a,Clarence Square,43.64407,-79.3929
Toronto,41466727730d71a0286376ef3675d282,Front St W / Simcoe St,43.6442,-79.38702
Toronto,213541646a587196b1acb812a3d0a8ad,Lower Simcoe St / Bremner Blvd,43.64283,-79.38409
Toronto,1a68bd75d5159c7cc33367b97ee8ab8e,Glendonwynne Rd / Bloor St W,43.65182,-79.47421
Toronto,1dd10befe3fa0d7d7ebc657b9a01942b,Russell Hill Rd / St Clair Ave W,43.685569,-79.408019
Toronto,41ead9c9a4a83459161794bfb1894c07,Church St / Lombard St,43.651678,-79.375233
Toronto,888212c5d33ceed5acbab77b4e544689,Richmond St E / Yonge St,43.651838,-79.378743
Toronto,189995604737e19f1b76cd3a3ff3aff9,Queen's Park Cres W / Hoskin Ave,43.665221,-79.394009
Toronto,fe268f3f2f439d0016dc46605491078e,Pottery Rd / Lower Don River Trail,43.688148,-79.362101
Toronto,70ad303e74f93aa2bfaea256b9b09753,Bleecker St / St James Ave,43.669232,-79.374495
Toronto,a7cdbedefded6e117505bde22c24ef84,Western Battery Rd / Pirandello St,43.640075,-79.414156
Toronto,fbcb8f44813b5f7eba282691176d9249,Carlaw Ave / Danforth Ave,43.678285,-79.347346
Toronto,280ce4cfc4b101f3a8a08843e4a258d6,Cosburn Ave / Cedarvale Ave,43.697139,-79.31469
Toronto,9d4f1f5d63ed3e297fc737908616f617,Goodwood Park Crt / Dentonia Park,43.694826,-79.295208
Toronto,0729b25bcf663b7a2278f01d63b50fcf,Eastwood Rd / Coxwell Ave,43.673118,-79.318651
Toronto,27e30ff4939a3992db39e99af9dfe172,Trent Ave / Danforth Ave,43.689293,-79.295895
Toronto,675628c054189e3bce23785d6574a24d,Orchard Park,43.66908,-79.3149
Toronto,32915794131e41a355ebee1ab9ad78fb,Clendenan Ave / Rowland St - SMART,43.66073,-79.47149
Toronto,738cf12a45b36f443d7585aa9d55e3a9,Concord Ave / Bloor St W,43.66189,-79.42679
Toronto,1f5bb4fff3139fff3f927f1a4980dc1e,Gothic Ave / Quebec Ave,43.65389,-79.4675
Toronto,3df6faa6bc73f93a672aa3e3004434f0,Rushton Rd / St Clair Ave W,43.68114,-79.4277
Toronto,8ab6f991fa3032ee2a20b1d34d50be01,Dundas St E / Boulton Ave - SMART,43.663148,-79.347938
Toronto,236729e04a979069b035a3070e608f6e,Gerrard St E / Leslie St,43.669813,-79.3335
Toronto,2800c972b83e435cecefcdb95078e435,Marilyn Bell Park Tennis Court,43.633537,-79.437461
Toronto,2c32c6a2dbfb666ee51150ce15e1b9a5,The Queensway at South Kingsway,43.63632,-79.47307
Toronto,9fa8f250a5b887af9cda8df6931f2eca,Merton St / Mount Pleasant Rd,43.697819,-79.38786
Toronto,c9395d274aa197587eb89f34e68e262a,Tyndall Ave / King St W - SMART,43.638426,-79.429142
Toronto,a3eb9012fe995bffeef3b7d02cfffbd1,College Park - Yonge St Entrance,43.65988,-79.38279
Toronto,7c6f64117f740f5dc9114ebfb26a6247,Barton Ave / Howland Ave - SMART,43.66842,-79.410585
Toronto,d1bac3c8125c67909fa2e4a3cdf6b409,Keele St / Annette St,43.66402,-79.46418
Toronto,e7384509a60160b8e84403a3247255a5,Keele St / Vine Ave,43.66686,-79.46526
Toronto,56ff366ef56862dc34e4df414568d4b0,Howard St / Rose Ave,43.671278,-79.372127
Toronto,940aa4a33247df5ea989d1b07e125e5d,Little Norway Park,43.635023,-79.399505
Toronto,ef9dfe14fccf2237630ed9002c48fc3b,Lascelles Blvd / Eglinton Ave W,43.70547,-79.40355
Toronto,93727b82ed700768aa9695d49140f6b3,Polson Pier,43.641675,-79.354006
Toronto,f84773b4dcedcaea20de2c7e324d8c90,Dentonia Park,43.694341,-79.291416
Toronto,3d13e32b7336dbe2c6b2190df3ba8600,Lower Jarvis St / Queens Quay E,43.64422,-79.36927
Toronto,009f180cf35ae1285733d98ccf058313,Summerhill Ave / Maclennan Ave,43.685924,-79.376304
Toronto,c452eea1e95d474e6f1b7ea545e79d1b,Queens Quay E / Lower Sherbourne St,43.645215,-79.364898
Toronto,1fe6812cc638f0e5080113daa9a7d77a,Wright Ave / Sorauren Ave - SMART,43.646677,-79.442741
Toronto,b4462a2daef20c76a3ff7c53326f10e4,Ellis Ave / The Queensway,43.63855,-79.46693
Toronto,1e83030210b6666f3fe29bade92f1181,High Park - Grenadier Cafe,43.645599,-79.4657123
Toronto,c102428e69ec84dd803fd2f51b8cfc83,Winona Dr / Davenport Rd,43.674923,-79.430465
Toronto,68185cf4a510f34c7dd396bb2fb7549a,Danforth Ave / Aldridge Ave,43.684758,-79.316767
Toronto,deb6cce4318ac072f72c4988efd9dbdf,Dundonald St / Church St,43.66663,-79.38148
Toronto,7f15a95a0104437a73d574be76cb4158,Gerrard St E / Malvern Ave - SMART,43.685221,-79.294766
Toronto,263344f0b04caa421826eceaadd15697,Bathurst St/Queens Quay(Billy Bishop Airport),43.635492,-79.398253
Toronto,624be8411d63932754479f0b710eaa97,Queens Quay W / Lower Simcoe St,43.63951,-79.383717
