request_id,timestamp,_id,date,day_name,hour,city,station_id,station_name,free_bikes,empty_slots
Toronto-PXW8kfgm,2024-07-25T05:54:22.128000Z,ArlingtonParkette--iNo7rzer,2024-07-25,Thursday,00:03,Toronto,d7068d4e8b75b5de3cacc529691f159a,Arlington Parkette,1,14
Toronto-Q0UpbYar,2024-07-25T05:54:22.136000Z,KeeleSt/LloydAve--NVbHmtDZ,2024-07-25,Thursday,00:03,Toronto,316d458068c46859ff35dd87578ac14d,Keele St / Lloyd Ave,1,13
Toronto-wFTVqWmO,2024-07-25T05:54:16.412000Z,GunnsRd/LavenderCreekTrail--z9DvJmd5,2024-07-25,Thursday,00:03,Toronto,581459af76a94b051df1437a2c641d05,Gunns Rd / Lavender Creek Trail,3,12
Toronto-lnFmWt3l,2024-07-25T05:54:17.700000Z,20CharlesStE--Mb6LenrQ,2024-07-25,Thursday,00:03,Toronto,d9b63bdad84959af04feaa873f9c0eaf,20 Charles St E,6,16
Toronto-ZeAmrl51,2024-07-25T05:54:16.406000Z,BloorStW/KingsmillRd--ArG5Juni,2024-07-25,Thursday,00:03,Toronto,caae67595976983dc8c383dc592180dc,Bloor St W / Kingsmill Rd,1,10
Toronto-2ainfgnJ,2024-07-25T05:54:16.424000Z,StClairAveW/SymesRd--3UP6Yxq6,2024-07-25,Thursday,00:03,Toronto,0a28cd61ad950b8ebc49d08f1b3936ee,St Clair Ave W / Symes Rd,6,6
Toronto-pX49pCEk,2024-07-25T05:54:16.432000Z,PalmerstonBlvd/LennoxSt--1wzovoNW,2024-07-25,Thursday,00:03,Toronto,f09065f8c579326456b4b30837f0e96f,Palmerston Blvd / Lennox St,8,2
Toronto-sbbI971f,2024-07-25T05:54:20.684000Z,14ArundelAve--waPCXpGw,2024-07-25,Thursday,00:03,Toronto,5f06c49f182da959fa0f03e746fc2e4a,14 Arundel Ave,7,17
Toronto-2wGGm6re,2024-07-25T05:54:22.708000Z,ScottSt/TheEsplanade--14s0lz13,2024-07-25,Thursday,00:03,Toronto,bfe199383cd6a1bb69ec0a92a4900918,Scott St / The Esplanade,6,11
Toronto-HZv6uhHf,2024-07-25T05:54:15.844000Z,HumberBayShoresPark/MarineParadeDr--oniDKwwI,2024-07-25,Thursday,00:03,Toronto,b24ec0083f9a6261ba6212d69cd28f2c,Humber Bay Shores Park / Marine Parade Dr,55,4
Toronto-U4o9I7w3,2024-07-25T05:54:20.782000Z,365LippincottSt--bD8wyWbu,2024-07-25,Thursday,00:03,Toronto,e23bf5a5ce76983f962ad8f9524e00ab,365 Lippincott St,12,5
Toronto-gDOBR30P,2024-07-25T05:54:20.468000Z,E.TSetonPark-South--zyRb2h47,2024-07-25,Thursday,00:03,Toronto,fb7be9c97f75af521151fda98e85d7f4,E.T Seton Park - South ,1,21
Toronto-Gu2WCgR9,2024-07-25T05:54:18.467000Z,EglintonAveE/BrentcliffeRd--QxjvxfjX,2024-07-25,Thursday,00:03,Toronto,7b4755b8ea7caf158967d13b0ea2a32d,Eglinton Ave E / Brentcliffe Rd,3,11
Toronto-KMo54ZvY,2024-07-25T05:54:18.456000Z,KingStW/YorkSt(2)--3yROi6Y3,2024-07-25,Thursday,00:03,Toronto,97b424e77042aeb9a491f1e6bb11c14b,King St W / York St (2),0,19
Toronto-YXRXo7mm,2024-07-25T05:54:18.984000Z,KingStE/BerkeleySt--thlB3GBO,2024-07-25,Thursday,00:03,Toronto,1d35b8fd44d73aabbb39f6e142ee3e7e,King St E / Berkeley St,6,23
Toronto-wGT9DrY2,2024-07-25T05:54:20.776000Z,PrincessSt/FrontStE--9oGpe6mi,2024-07-25,Thursday,00:03,Toronto,bf5d4d14e7619f5ff51e264e4095cc4b,Princess St / Front St E,13,0
Toronto-yOrVAXKp,2024-07-25T05:54:18.791000Z,St.GeorgeSt/WillcocksSt--mRaOod9A,2024-07-25,Thursday,00:03,Toronto,c53d12128be1f1022c4b78518cca7675,St. George St / Willcocks St,6,16
Toronto-pws19SXx,2024-07-25T05:54:18.521000Z,YorkSt/WellingtonStW(2)--YU2m2vRn,2024-07-25,Thursday,00:03,Toronto,d0f019574616cb2bce86924059a4c0f8,York St / Wellington St W (2),0,26
Toronto-u0PgIhuc,2024-07-25T05:54:20.089000Z,HighParkBlvd/ParksideDr--mSwbIHCC,2024-07-25,Thursday,00:03,Toronto,479d21ebdac47eb8e30a209268e0bebe,High Park Blvd / Parkside Dr,10,5
Toronto-9forqmeK,2024-07-25T05:54:16.901000Z,YongeSt/AlexanderSt-SMART--gHTc9mOe,2024-07-25,Thursday,00:03,Toronto,9a5a9a00b6f0cb77047f37e70887d891,Yonge St / Alexander St - SMART,1,15
Toronto-rPIdTyTs,2024-07-25T05:54:18.904000Z,RogersRd/WattAve--ipPiNbQ0,2024-07-25,Thursday,00:03,Toronto,12ff7c783a2e93510819802cd0d2c365,Rogers Rd / Watt Ave,5,9
Toronto-PrmRZ00L,2024-07-25T05:54:21.724000Z,BloorStE/ParliamentSt--zHpCTxHx,2024-07-25,Thursday,00:03,Toronto,531aa6a10312c51ffdf8a58608a29c5a,Bloor St E / Parliament St,7,9
Toronto-HBLeQl6E,2024-07-25T05:54:18.891000Z,UniversityAve/PearlSt--LHRUjXLT,2024-07-25,Thursday,00:03,Toronto,509c1014d04a16c25fa22822b85318fd,University Ave / Pearl St ,0,16
Toronto-PYtZt6pB,2024-07-25T05:54:18.869000Z,KingStW/UniversityAve--fHBZaHBO,2024-07-25,Thursday,00:03,Toronto,6fd025b50c54cb8b8f23e861b54e5938,King St W / University Ave,0,18
Toronto-acLH34K1,2024-07-25T05:54:18.804000Z,JoeShusterWay/KingStW--thoaws3C,2024-07-25,Thursday,00:03,Toronto,2889401ba82ea091cd0d1ecff6ab5c56,Joe Shuster Way / King St W ,19,0
Toronto-auvdOD34,2024-07-25T05:54:22.368000Z,AlbionRd/ArcotBlvd--hT6u0e6K,2024-07-25,Thursday,00:03,Toronto,88160dbfae368327ec39ecb0df145055,Albion Rd/ Arcot Blvd,8,4
Toronto-WM642FbP,2024-07-25T05:54:15.860000Z,ArmelCt/AlbionRd--N9lQFBAf,2024-07-25,Thursday,00:03,Toronto,680a0b51862cb1e5a1cd965a824d0dd9,Armel Ct / Albion Rd,0,18
Toronto-DqnxFws7,2024-07-25T05:54:23.421000Z,75TandridgeCres--qL9fZWA5,2024-07-25,Thursday,00:03,Toronto,97416e3d0063fa4952e8e667f7a6de08,75 Tandridge Cres,12,2
Toronto-oFOJZmkA,2024-07-25T05:54:23.426000Z,IslingtonAve/FinchAveW--UiNc5y28,2024-07-25,Thursday,00:03,Toronto,2bd06fb77a7734b960080c30c16fb190,Islington Ave / Finch Ave W,3,12
Toronto-YvTsOCq8,2024-07-25T05:54:20.845000Z,TretheweyDr/JaneSt--eMxHekkN,2024-07-25,Thursday,00:03,Toronto,58dfa00434a5fb645fdd0107c68a2302,Trethewey Dr / Jane St,1,17
Toronto-C6LeMvZd,2024-07-25T05:54:15.980000Z,NiagaraSt/RichmondStW--gd9lpgQc,2024-07-25,Thursday,00:03,Toronto,aec7195bb028b992ab8536f51c7d37f8,Niagara St / Richmond St W,23,18
Toronto-9t1Gpf2K,2024-07-25T05:54:23.255000Z,DuncanSt/AdelaideStW-SMART--cOdcBnBv,2024-07-25,Thursday,00:03,Toronto,0fbdefeb0bfefe959be202d06ac88ed8,Duncan St / Adelaide St W - SMART,0,12
Toronto-g7iat1GI,2024-07-25T05:54:20.829000Z,NiagaraSt/KingStW-SMART--p8QiRyaA,2024-07-25,Thursday,00:03,Toronto,ab2fdf22270be8d0f0e1d7bf22b08e7a,Niagara St / King St W - SMART,4,18
Toronto-iALGEQpG,2024-07-25T05:54:20.837000Z,35ErindaleAve--liYLKUNR,2024-07-25,Thursday,00:03,Toronto,bc86932eec20796276a7f8f4171eac2d,35 Erindale Ave,3,19
Toronto-tliZov14,2024-07-25T05:54:19.969000Z,BroadviewSubwayStation--1RL954Ll,2024-07-25,Thursday,00:03,Toronto,b1bb117ee97b3fef3ac3b57ae12329f8,Broadview Subway Station,3,11
Toronto-b6wVtt67,2024-07-25T05:54:21.458000Z,LoganAve/BainAve--Bim98NbQ,2024-07-25,Thursday,00:03,Toronto,fbf3bb78beefa587d54c8b24e2533469,Logan Ave / Bain Ave,17,1
Toronto-R8pik7GN,2024-07-25T05:54:16.232000Z,QueensQuayE/Merchants'Wharf--itHX3a1P,2024-07-25,Thursday,00:03,Toronto,e441f2c2eb1ee656c751ae89b5f28ba9,Queens Quay E / Merchants' Wharf,8,19
Toronto-mNN6Gxfc,2024-07-25T05:54:17.458000Z,ParksideDr/BloorStW-SMART--Vw2cWRo8,2024-07-25,Thursday,00:03,Toronto,196146f920152f5d70175a14f0e88184,Parkside Dr / Bloor St W - SMART,3,7
Toronto-lZiqmXrK,2024-07-25T05:54:22.393000Z,ChurchSt/DundasStE-SMART--kN1pm60I,2024-07-25,Thursday,00:03,Toronto,d70594ad9c923bbbae6602d2dff4d154,Church St / Dundas St E - SMART,11,9
Toronto-dI3PdQgs,2024-07-25T05:54:20.802000Z,McRaeDr/LairdDr-SMART--2JOCvLLj,2024-07-25,Thursday,00:03,Toronto,9780f1af94b192d3fd4a7791b1272653,McRae Dr / Laird Dr - SMART,1,21
Toronto-4b4FCoRQ,2024-07-25T05:54:22.249000Z,WestonRd/LanyardRd--VDD11H7o,2024-07-25,Thursday,00:03,Toronto,6bd88200486000a93cc1ca5b78bc5ba9,Weston Rd / Lanyard Rd,1,9
Toronto-2Qr9cP3G,2024-07-25T05:54:22.130000Z,50OverleaBlvd--ezyPZ4DW,2024-07-25,Thursday,00:03,Toronto,4cb41f3ebdb86acc404a0c2683aa1920,50 Overlea Blvd,0,13
Toronto-dKXangmv,2024-07-25T05:54:22.812000Z,UniversityAve/RichmondStW--MZ2XblJ7,2024-07-25,Thursday,00:03,Toronto,804d33486cc649ec8fa4f1ef762caf0a,University Ave / Richmond St W,0,13
Toronto-DGTymfhd,2024-07-25T05:54:19.321000Z,UniversityAve/QueenStW--7bFLzVOV,2024-07-25,Thursday,00:03,Toronto,dc08a348402ae50b98dcbec122c0ab84,University Ave / Queen St W,0,18
Toronto-YlHTQmek,2024-07-25T05:54:19.909000Z,LonsdaleRd/SpadinaRd--m1cTzZzO,2024-07-25,Thursday,00:03,Toronto,c627928483ecb6ae00b50fee53d608d0,Lonsdale Rd / Spadina Rd,0,0
Toronto-fm3l26Wh,2024-07-25T05:54:18Z,StrachanAve/EastLibertySt-SMART--ORsawsQM,2024-07-25,Thursday,00:03,Toronto,92291585d153499d1b34f2471d8ecf9f,Strachan Ave / East Liberty St - SMART,18,2
Toronto-8uX8owp0,2024-07-25T05:54:20.888000Z,SimcoeSt/PullanPl--8XJAwGVT,2024-07-25,Thursday,00:03,Toronto,aed73d18bad350cbb28c6f04cfb4cd2a,Simcoe St / Pullan Pl,1,29
Toronto-45B2NNb1,2024-07-25T05:54:20.892000Z,SpadinaAve/BulwerSt-SMART--EUCu0VMZ,2024-07-25,Thursday,00:03,Toronto,63bd4b8df49c2c98f24ccdc469487ae8,Spadina Ave / Bulwer St- SMART ,5,7
Toronto-43EGuBI8,2024-07-25T05:54:18.938000Z,CherrySt/LakeShoreBlvdE--vCa3GrJt,2024-07-25,Thursday,00:03,Toronto,7a991edc2d9d2d07b57ce906af4e0c1d,Cherry St / Lake Shore Blvd E,6,8
Toronto-BQ1xIseo,2024-07-25T05:54:20.546000Z,DunnAve/QueenStW--9ld83euO,2024-07-25,Thursday,00:03,Toronto,cc7e6e95bcbf7963105e167439b37f4f,Dunn Ave / Queen St W,15,0
Toronto-7fbRRpea,2024-07-25T05:54:16.320000Z,15PriceSt--QYNzIVgU,2024-07-25,Thursday,00:03,Toronto,2a68f05a1657d2a5537dac257cc1d734,15 Price St ,4,3
Toronto-fQzUNB97,2024-07-25T05:54:22.120000Z,QueensParkCres/CollegeSt--gXeUxVBP,2024-07-25,Thursday,00:03,Toronto,e3a75a102dcca872bdeebd03b6182728,Queens Park Cres / College St ,0,21
Toronto-kS4lnrxL,2024-07-25T05:54:18.936000Z,ChurchSt/TheEsplanade--pJj099Pc,2024-07-25,Thursday,00:03,Toronto,4c9eb7bf1d6f6464b60956afb4cb7bc6,Church St / The Esplanade,4,14
Toronto-nimFVbMP,2024-07-25T05:54:19.426000Z,LisgarSt/DundasStW-SMART--lt0XNUwc,2024-07-25,Thursday,00:03,Toronto,97db697b7ef7a4de9ca17b9bd037e80f,Lisgar St / Dundas St W - SMART,3,2
Toronto-oUesz7AU,2024-07-25T05:54:17.147000Z,YongeSt/WoburnAve-SMART--OiGrM17s,2024-07-25,Thursday,00:03,Toronto,9e3c071c1a1b47ea05a20fa713416614,Yonge St / Woburn Ave - SMART,3,8
Toronto-UtcS7XFM,2024-07-25T05:54:19.589000Z,BaySt/DundasStW--IGC7ExZm,2024-07-25,Thursday,00:03,Toronto,ffeaa2aaedeb18fc11f708bcd8323149,Bay St / Dundas St W,13,39
Toronto-vgMbrWXb,2024-07-25T05:54:20.396000Z,BaySt/AlbertSt--sbjDmchk,2024-07-25,Thursday,00:03,Toronto,0f4f8c9f5e6417a981fe793e43984158,Bay St / Albert St,23,37
Toronto-ECkg4pAN,2024-07-25T05:54:20.504000Z,SymesRd/GlenScarlettRd-SMART--GuAM7S9j,2024-07-25,Thursday,00:03,Toronto,9c6584773f4f7697e589824f5c44c6aa,Symes Rd / Glen Scarlett Rd - SMART,6,10
Toronto-l2Z5IYGM,2024-07-25T05:54:20.622000Z,BostonAve/QueenStE-SMART--Qk40ik92,2024-07-25,Thursday,00:03,Toronto,d7f5003913919e1bbf6fab87fb02a163,Boston Ave / Queen St E- SMART,10,2
Toronto-4oKb6QmY,2024-07-25T05:54:19.248000Z,IsabellaSt/ChurchSt--pmdTt1wr,2024-07-25,Thursday,00:03,Toronto,26edc0f88e4e012ab0d9930c725d5fba,Isabella St / Church St,11,15
Toronto-qaIqfM4e,2024-07-25T05:54:23.564000Z,BloorStW/ManningAve-SMART--8RI0Bu74,2024-07-25,Thursday,00:03,Toronto,c1375239981cfc9b3934e691cb9013bb,Bloor St W / Manning Ave - SMART,6,36
Toronto-DcDByUAD,2024-07-25T05:54:16.604000Z,CherryBeachSportsFields(55UnwinAve)--4RhEOYfJ,2024-07-25,Thursday,00:03,Toronto,fca601c1041c34a9c42af38d71e7403a,Cherry Beach Sports Fields (55 Unwin Ave),20,9
Toronto-DLTFeVnM,2024-07-25T05:54:20.001000Z,ChurchSt/WoodSt--FjBqDS8C,2024-07-25,Thursday,00:03,Toronto,524590c5d3e31674dbdbda29cf6a13c6,Church St  / Wood St,15,11
Toronto-P9ylhxVy,2024-07-25T05:54:22.014000Z,O'ConnorDr/CurityAve-Smart--wIukYQ9h,2024-07-25,Thursday,00:03,Toronto,4e05be8f079a2d69eab3123bd5009561,O'Connor Dr / Curity Ave - Smart,3,8
Toronto-36KuuTme,2024-07-25T05:54:20.145000Z,YongeSt/BloorSt--XqcB3LpE,2024-07-25,Thursday,00:03,Toronto,97a0a3eefa88468c8389efa6bbbd2f50,Yonge St / Bloor St,3,16
Toronto-lJUjUUUj,2024-07-25T05:54:20.580000Z,ElizabethSt/ElmSt--GmH7nDtX,2024-07-25,Thursday,00:03,Toronto,7d618ea2f2211a41fac619c2c9bb261f,Elizabeth St / Elm St,0,21
Toronto-oZnKtYUv,2024-07-25T05:54:20.489000Z,LakeShoreBlvdW/BrowDr--Hokfkvfj,2024-07-25,Thursday,00:03,Toronto,e211f140df2f544c2510493e0c05b570,Lake Shore Blvd W / Brow Dr,12,3
Toronto-Auf76w0F,2024-07-25T05:54:22.132000Z,MillwoodRd/SouthvaleDr--F8qaBWSk,2024-07-25,Thursday,00:03,Toronto,4334c988ef1798a678b8c1f7278cbc63,Millwood Rd / Southvale Dr,0,15
Toronto-OVPFEvLs,2024-07-25T05:54:15.802000Z,19GlendoraAve--GfYTe22r,2024-07-25,Thursday,00:03,Toronto,dbf21479ba65c85662203d868172f9d6,19 Glendora Ave,8,2
Toronto-zLQn5J88,2024-07-25T05:54:19.779000Z,QueenStW/CowanAve--ycH6XrZ0,2024-07-25,Thursday,00:03,Toronto,faff1725fda5d7e4856db9169a7fe130,Queen St W / Cowan Ave,17,1
Toronto-gDmBFoF2,2024-07-25T05:54:18.761000Z,St.Andrew'sPlaygroundPark--YwHEUxN2,2024-07-25,Thursday,00:03,Toronto,44e60e088e0130eb438a3c64cd6074e8,St. Andrew's Playground Park,3,7
Toronto-AjBatDoE,2024-07-25T05:54:19.565000Z,51ParliamentSt--sNG7Ejus,2024-07-25,Thursday,00:03,Toronto,d2f0ec399af3589a8fafad2b8e3b3f05,51 Parliament St,16,3
Toronto-QbW9KI7Q,2024-07-25T05:54:22.648000Z,TemperanceStStation--FYQeOkFO,2024-07-25,Thursday,00:03,Toronto,74c5097816c80c01188e97b00e93a4b6,Temperance St Station,8,45
Toronto-R0RuL3WR,2024-07-25T05:54:20.278000Z,91ViaItalia--y4x1Q0lK,2024-07-25,Thursday,00:03,Toronto,f00a7293c22a11405ed12cee565f4129,91 Via Italia,2,30
Toronto-ZYZGSzlP,2024-07-25T05:54:15.896000Z,RamsdenPark--wg54E3Sd,2024-07-25,Thursday,00:03,Toronto,ad9a0a7d4c0962118233d4a59d480c06,Ramsden Park,0,15
Toronto-iBt5YFCp,2024-07-25T05:54:16.957000Z,BaySt/CollegeSt(EastSide)--WyRIuECd,2024-07-25,Thursday,00:03,Toronto,1630e350724cc062ba0e77e103728eac,Bay St / College St (East Side),4,24
Toronto-qnsUmgTp,2024-07-25T05:54:23.489000Z,BaySt/CollegeSt(WestSide)-SMART--ZNCoBqHi,2024-07-25,Thursday,00:03,Toronto,d54842ca6cc3a96c8ebbd4101c620e66,Bay St / College St (West Side) - SMART,3,11
Toronto-FjwmPY4A,2024-07-25T05:54:17.142000Z,DundasStW/EdnaAve--CUoP0Pnf,2024-07-25,Thursday,00:03,Toronto,43e5df21054d20adc56c6aa3544b5980,Dundas St W / Edna Ave,4,11
Toronto-UNKiHFs4,2024-07-25T05:54:20.320000Z,FrederickSt/KingStE--EwOyWKfo,2024-07-25,Thursday,00:03,Toronto,db9bcdbd258af5174a3e6d725807957e,Frederick St / King St E,27,15
Toronto-QIHoODhQ,2024-07-25T05:54:21.325000Z,SpadinaAve/SullivanSt--RtsUhrN4,2024-07-25,Thursday,00:03,Toronto,36e4390d0f95acd44b5c85f49217d360,Spadina Ave / Sullivan St,5,15
Toronto-0qtGVX1B,2024-07-25T05:54:16.104000Z,AdelaideStW/BaySt(South)--K4JO9Cwl,2024-07-25,Thursday,00:03,Toronto,3fb25e1f9d316b89f4ff0ff777fd3a53,Adelaide St W / Bay St ( South ),0,14
Toronto-wyoA2MCm,2024-07-25T05:54:16.088000Z,AdelaideStW/YongeSt--0CcVwnDK,2024-07-25,Thursday,00:03,Toronto,1c83c4053d34442fe21bd7a52bdd012e,Adelaide St W / Yonge St,0,18
Toronto-4XNnX732,2024-07-25T05:54:17.412000Z,StClarensAve/CollegeSt--THq6kx6g,2024-07-25,Thursday,00:03,Toronto,90ec8d1df4740c1de95c087a11617c47,St Clarens Ave / College St,13,1
Toronto-ECzYbUbt,2024-07-25T05:54:18.239000Z,LisgarPark--z1E4Gjhv,2024-07-25,Thursday,00:03,Toronto,b8cb26c3827d563e60826e8d8ddb8865,Lisgar Park,33,1
Toronto-bsQP217u,2024-07-25T05:54:17.767000Z,420WellingtonStW--4Ui6vX5I,2024-07-25,Thursday,00:03,Toronto,01caf8b12874b091f2fccc3818e3c72e,420 Wellington St W,3,10
Toronto-TPe85EW0,2024-07-25T05:54:22.988000Z,AdelaideStW/BaySt--LvgK334G,2024-07-25,Thursday,00:03,Toronto,25ed68a12f51be0066d864c77e780c82,Adelaide St W / Bay St,0,21
Toronto-orFp3Vcy,2024-07-25T05:54:18.605000Z,EglintonAveE/RedpathAve--1UX2OoxM,2024-07-25,Thursday,00:03,Toronto,78a43fc13829a61f8db0c57c96572266,Eglinton Ave E / Redpath Ave,28,2
Toronto-CVqSGVPn,2024-07-25T05:54:21.760000Z,HowardSt/SherbourneSt--tnA3IafF,2024-07-25,Thursday,00:03,Toronto,908d3c912d6d67c7a5e2bb94d1ae7df3,Howard St / Sherbourne St,14,15
Toronto-oJjgg9L7,2024-07-25T05:54:19.181000Z,SohoSt/QueenStW--slUBgFgp,2024-07-25,Thursday,00:03,Toronto,f379a344cec55e6a00db6f95769d9a46,Soho St / Queen St W,1,13
Toronto-diJgyJBT,2024-07-25T05:54:16.304000Z,165McRaeDr--F8I2MnBd,2024-07-25,Thursday,00:03,Toronto,a7094de32ada64b8fdd296f2ae3960d0,165 McRae Dr,1,14
Toronto-wQNVd7Yh,2024-07-25T05:54:23.200000Z,PortlandSt/WellingtonStW--P6hB04WF,2024-07-25,Thursday,00:03,Toronto,8618a0bee94ec84f5c5bbe1e6b16b02e,Portland St / Wellington St W,10,5
Toronto-mViMf1t1,2024-07-25T05:54:23.181000Z,Princes'Gates--o4MgaIV2,2024-07-25,Thursday,00:03,Toronto,6dcfe452d8f993c37296c024dcebf398,Princes' Gates,4,13
Toronto-LQduYiY1,2024-07-25T05:54:18.765000Z,LillianSt/SoudanAve--cL0CT8hz,2024-07-25,Thursday,00:03,Toronto,b9577c38f2c7d4f54016f5a46d48a333,Lillian St / Soudan Ave ,19,13
Toronto-FSHQYkkh,2024-07-25T05:54:18.952000Z,HannaAve/SnookerSt--BBGYpiuT,2024-07-25,Thursday,00:03,Toronto,147a0f1ac692ec386cfdbadbde2179a1,Hanna Ave / Snooker St,14,0
Toronto-CVGwP5j3,2024-07-25T05:54:22.622000Z,RiverdaleParkSouth(BroadviewAve)--gTy0g5MH,2024-07-25,Thursday,00:03,Toronto,8fa4c8b1ddf121e11c9745205bc18c01,Riverdale Park South (Broadview Ave),14,1
Toronto-E1xsFrAB,2024-07-25T05:54:16.468000Z,CoronationPark(MartinGoodmanTrail)--SR1Nltlb,2024-07-25,Thursday,00:03,Toronto,b1555f2b6ec614b9b7337a3670717f14,Coronation Park (Martin Goodman Trail),12,5
Toronto-bltSSbrx,2024-07-25T05:54:22.610000Z,HillsdaleAveE/MountPleasantRd--N2yTUFqZ,2024-07-25,Thursday,00:03,Toronto,caaae4774b6109797d93ebd6994de203,Hillsdale Ave E / Mount Pleasant Rd,7,7
Toronto-EKNiDWWD,2024-07-25T05:54:18.474000Z,HarbordSt/GraceSt(BickfordPark)--QeMG2Fr6,2024-07-25,Thursday,00:03,Toronto,0b5802ed91d7f19be521c0ea071c0f71,Harbord St / Grace St (Bickford Park),4,18
Toronto-g3Rnq8BQ,2024-07-25T05:54:22.614000Z,OCADUniversity--wGazywN2,2024-07-25,Thursday,00:03,Toronto,8504eb2e3b8e6dd069ad9568894fa9ad,OCAD University,11,11
Toronto-CbT2tiaQ,2024-07-25T05:54:18.541000Z,FrontStW/SpadinaAve--klOwKs4J,2024-07-25,Thursday,00:03,Toronto,6b2b4eddafec569d19118f473bda9718,Front St W / Spadina Ave,18,0
Toronto-Jzb18pG8,2024-07-25T05:54:22.272000Z,GladstoneAve/QueenStW--BeQrMJ6k,2024-07-25,Thursday,00:03,Toronto,dfa3077e49380a6a7accded4a826fa06,Gladstone Ave / Queen St W,10,1
Toronto-bytcKwJz,2024-07-25T05:54:16.668000Z,TorontoEatonCentre(YongeSt)-SMART--UKzRmjnN,2024-07-25,Thursday,00:03,Toronto,32f618847043b8011f80333b5e7ea8b3,Toronto Eaton Centre (Yonge St) - SMART,0,18
Toronto-YosNiMji,2024-07-25T05:54:18.728000Z,RichmondStW/BathurstSt--wc5OqoxY,2024-07-25,Thursday,00:03,Toronto,b1961f256424a862f9c62845085fa584,Richmond St W / Bathurst St,10,4
Toronto-67JyCN4O,2024-07-25T05:54:19.728000Z,StarsprayBlvd/LawrenceAveE--Kk4fGrN7,2024-07-25,Thursday,00:03,Toronto,1c3fe7eb55ecb4519e422313552760f9,Starspray Blvd / Lawrence Ave E,14,1
Toronto-RKLSww6i,2024-07-25T05:54:16.581000Z,LoganAve/GerrardStE--VaSm7TP3,2024-07-25,Thursday,00:03,Toronto,784016bbba7f7be920647e7f8ec00251,Logan Ave / Gerrard St E,23,0
Toronto-TFCVobwl,2024-07-25T05:54:22.748000Z,ThompsonSt/CarrollSt--wsS7dGiv,2024-07-25,Thursday,00:03,Toronto,ca51ba7bcedca409fb2d0425ea483922,Thompson St / Carroll St,18,1
Toronto-zZGwsrxG,2024-07-25T05:54:20.096000Z,FortYorkBlvd/GrandMagazineSt--LsOyWx7l,2024-07-25,Thursday,00:03,Toronto,c1fb66a9602a3fa29bf039765f7e4a4e,Fort York Blvd / Grand Magazine St,18,1
Toronto-oeXAuNEr,2024-07-25T05:54:20.105000Z,CrawfordSt/LobbAve--ytWXdIcr,2024-07-25,Thursday,00:03,Toronto,6523971b87b918d7d1d2a16e4b78ce3a,Crawford St / Lobb Ave,23,0
Toronto-4Yc84it5,2024-07-25T05:54:18.453000Z,HannaAve/LibertySt--tzOj29Gb,2024-07-25,Thursday,00:03,Toronto,b056610271f25cd1743a9702ef699451,Hanna Ave / Liberty St,8,8
Toronto-WuHZd2Zu,2024-07-25T05:54:23.534000Z,BathurstSt/HouseySt--UFkPy9P7,2024-07-25,Thursday,00:03,Toronto,dee47db4f9132cf52b6b7b07db032e75,Bathurst St / Housey St,15,6
Toronto-3dMZriww,2024-07-25T05:54:18.763000Z,NiagaraSt/QueenStW--5AAVH9Ls,2024-07-25,Thursday,00:03,Toronto,403e402f8bb6453c515cfa5f3e8de676,Niagara St / Queen St W ,7,3
Toronto-Jlz00KPR,2024-07-25T05:54:20.192000Z,519ChurchSt--OKiQLpdJ,2024-07-25,Thursday,00:03,Toronto,54e891116c53e9cd15e6433fe530b43f,519 Church St,2,9
Toronto-q4Kzw2uK,2024-07-25T05:54:16.312000Z,AdelaideStW/YorkSt--t45LkOx8,2024-07-25,Thursday,00:03,Toronto,0e2fafe5a7b1683b6fd9b33654eec20f,Adelaide St W / York St ,0,19
Toronto-3hTcsYBR,2024-07-25T05:54:16.188000Z,ChurchSt/ShuterSt--hAXJT2BT,2024-07-25,Thursday,00:03,Toronto,63503c4a279da64285452d1e676c6c37,Church St / Shuter St,14,0
Toronto-RUy5c9Yd,2024-07-25T05:54:16.098000Z,AdelaideStE/ParliamentSt--QyJLhg4E,2024-07-25,Thursday,00:03,Toronto,f3a3e4be39f05e9b3d9fa4aa863b6d5a,Adelaide St E / Parliament St,20,1
Toronto-LfSwVsje,2024-07-25T05:54:18.213000Z,EmersonAve/BloorStW--V71YefWD,2024-07-25,Thursday,00:03,Toronto,6149c879e83069dd940e71f9f790d336,Emerson Ave / Bloor St W,0,21
Toronto-nGsnO1W6,2024-07-25T05:54:16.072000Z,WellesleyStE/JarvisSt--pubo2fhK,2024-07-25,Thursday,00:03,Toronto,ad7565976931b367a241a27523e47830,Wellesley St E / Jarvis St,7,16
Toronto-sjlQRUA5,2024-07-25T05:54:15.852000Z,BrimleyRd/LawrenceAveE--4Gfkdl9V,2024-07-25,Thursday,00:03,Toronto,fd7c0cadeb907434f002aadc42a88554,Brimley Rd / Lawrence Ave E ,14,22
Toronto-NIfLXsHk,2024-07-25T05:54:21.332000Z,2300LakeshoreBlvdW--20tAbx3J,2024-07-25,Thursday,00:03,Toronto,ad299c229e85bba5b84af14933cfac77,2300 Lakeshore Blvd W,15,0
Toronto-YRt7ghBG,2024-07-25T05:54:20.902000Z,BlythwoodRd/YongeSt-SMART--vUSHgLfv,2024-07-25,Thursday,00:03,Toronto,4898d236bceda7c4cb9430c896669537,Blythwood Rd / Yonge St - SMART,5,11
