request_id,timestamp,_id,date,day_name,hour,city,station_id,station_name,free_bikes,empty_slots
Toronto-u7GSxMS0,2024-07-25T05:54:15.782000Z,QueenStE/WoodwardAve--jc1jVEBu,2024-07-25,Thursday,00:03,Toronto,fb337bbed72e2be090071e199899b2be,Queen St E / Woodward Ave,15,3
Toronto-TYXcChIj,2024-07-25T05:54:15.796000Z,PrimroseAve/DavenportRd--QgX0AINj,2024-07-25,Thursday,00:03,Toronto,4ff88d5880e71aa40d34cfe5d09b0ca7,Primrose Ave / Davenport Rd,3,12
Toronto-rUL7k09z,2024-07-25T05:54:15.812000Z,QueenStE/RhodesAve--VAAfaFL5,2024-07-25,Thursday,00:03,Toronto,a09c67c0b419654d907c9134b108e328,Queen St E / Rhodes Ave,14,8
Toronto-O0Fvtitc,2024-07-25T05:54:15.937000Z,BondSt/QueenStE--7graku8R,2024-07-25,Thursday,00:03,Toronto,d6a9daee68070a8b106cfb598d81308c,Bond St / Queen St E,6,30
Toronto-JLKnuvIS,2024-07-25T05:54:15.948000Z,ChurchSt/AlexanderSt--0mn5WC6Y,2024-07-25,Thursday,00:03,Toronto,8f8af40d9388c8a3962559e8681d3db7,Church St / Alexander St,6,29
Toronto-rKw8hMhX,2024-07-25T05:54:15.964000Z,UniversityAve/GerrardStW(EastSide)--9eBdOp8q,2024-07-25,Thursday,00:03,Toronto,5a441560e262305d1934fb3ada5a9517,University Ave / Gerrard St W (East Side),0,23
Toronto-wCurGtKW,2024-07-25T05:54:15.985000Z,EdwardSt/YongeSt--eIvuUaH9,2024-07-25,Thursday,00:03,Toronto,18ea490ab3ca4d10e2927308416edbef,Edward St / Yonge St,2,20
Toronto-CrElPrif,2024-07-25T05:54:16.001000Z,EuclidAve/BloorStW--7TC4sRX5,2024-07-25,Thursday,00:03,Toronto,b7850948607474362d3728f19a77fdff,Euclid Ave / Bloor St W,12,3
Toronto-vci4wQQT,2024-07-25T05:54:16.007000Z,YongeSt/AylmerAve--75KsNRPz,2024-07-25,Thursday,00:03,Toronto,7ffd06e0207f80fe1ff6b5ae0bb0544c,Yonge St / Aylmer Ave,20,3
Toronto-tyAcGDRl,2024-07-25T05:54:16.020000Z,DavenportRd/AvenueRd--0zrF160w,2024-07-25,Thursday,00:03,Toronto,17fadbdc5848036c8485099bbf517294,Davenport Rd / Avenue Rd,2,8
Toronto-2PjOcB8o,2024-07-25T05:54:16.024000Z,YongeSt/YorkvilleAve--ENWfeeYO,2024-07-25,Thursday,00:03,Toronto,843dcb87ce2ddb002d2b2900a5418355,Yonge St / Yorkville Ave,1,15
Toronto-SokT2IjN,2024-07-25T05:54:16.038000Z,DundasStE/BroadviewAve--II2eDnpP,2024-07-25,Thursday,00:03,Toronto,438406694750984faa317bc6b1f3f909,Dundas St E / Broadview Ave,17,0
Toronto-jMK8MgI7,2024-07-25T05:54:16.061000Z,FrontStW/YongeSt(HockeyHallofFame)--b1SU6grx,2024-07-25,Thursday,00:03,Toronto,41c3e6d3bf3bd993e7d56e22084ab5ee,Front St W / Yonge St (Hockey Hall of Fame),1,43
Toronto-EFHrV76B,2024-07-25T05:54:16.065000Z,GerrardStE/RiverSt--5Inj45i1,2024-07-25,Thursday,00:03,Toronto,c95712a6fe0babf73cb9da2c05889749,Gerrard St E / River St,10,1
Toronto-WJ5l74bV,2024-07-25T05:54:16.066000Z,JarvisSt/DundasStE--Crc1gJQJ,2024-07-25,Thursday,00:03,Toronto,2aedc79960408d746f43fb1d91bf7030,Jarvis St / Dundas St E,24,2
Toronto-c9e0MvPq,2024-07-25T05:54:16.584000Z,RegalRd/DufferinSt--SK8yTTRP,2024-07-25,Thursday,00:03,Toronto,77f9f2420581968255251d9f26c78024,Regal Rd / Dufferin St,3,12
Toronto-DFofpsED,2024-07-25T05:54:16.608000Z,MorseSt/EasternAve--bGJmmLfl,2024-07-25,Thursday,00:03,Toronto,7461a94289f2956b380e5b7684b56a1e,Morse St / Eastern Ave,4,5
Toronto-tyCqBnYT,2024-07-25T05:54:16.616000Z,AltonAve/DundasStE(GreenwoodPark)--DSFMMqRP,2024-07-25,Thursday,00:03,Toronto,69dc0257a4d3a1dcd5af06dc3b4eed8c,Alton Ave / Dundas St E (Greenwood Park),17,6
Toronto-ITeKpIOd,2024-07-25T05:54:16.628000Z,BlakeSt/BoultbeeAve--PK5rEQS2,2024-07-25,Thursday,00:03,Toronto,365a0f49bf1c9b42c35b531688b9fed9,Blake St / Boultbee Ave,10,5
Toronto-YzFLpNin,2024-07-25T05:54:16.633000Z,EasternAve/WinnifredAve--tbNsyCFL,2024-07-25,Thursday,00:03,Toronto,49021f20833894e3dbfaea4fb6e7a9dc,Eastern Ave / Winnifred Ave,13,1
Toronto-kTnh8vrs,2024-07-25T05:54:16.656000Z,GambleAve/BroadviewAve--LcVSJLtR,2024-07-25,Thursday,00:03,Toronto,3910976dfd5888140602a42b14637022,Gamble Ave / Broadview Ave,2,21
Toronto-l48yHkj9,2024-07-25T05:54:16.684000Z,111BondSt(NorthofDundasStE)-SMART--6Q524MK0,2024-07-25,Thursday,00:03,Toronto,1fe2e0ad1678ffaf965b10e03a08aaf2,111 Bond St (North of Dundas St E)  - SMART,4,10
Toronto-oFoOq17s,2024-07-25T05:54:16.704000Z,DundasStE/PembrokeSt-SMART--4VrvOuu0,2024-07-25,Thursday,00:03,Toronto,e565aef96d6d5fce5279ef6f24b9ce69,Dundas St E / Pembroke St - SMART,10,5
Toronto-AhwwUpvf,2024-07-25T05:54:16.712000Z,VictoriaParkSubwayStation-SMART--wkzreiw0,2024-07-25,Thursday,00:03,Toronto,c765943cac057b6cac0946eff428bf5b,Victoria Park Subway Station - SMART,7,12
Toronto-wu0xQV6d,2024-07-25T05:54:16.742000Z,WychwoodAve/BensonAve-SMART--gFwPAMfL,2024-07-25,Thursday,00:03,Toronto,e0dec8b8f5ed285bfbd952bb253084f4,Wychwood Ave / Benson Ave - SMART,0,12
Toronto-3IfxhJ2s,2024-07-25T05:54:16.868000Z,LawtonBlvd/YongeSt--xG4H2YqV,2024-07-25,Thursday,00:03,Toronto,5ee5f79fc51737623d425310eb0bf02b,Lawton Blvd / Yonge St,13,1
Toronto-OOSc2eH1,2024-07-25T05:54:22.396000Z,YongeSt/DavisvilleAve--H3ismjD1,2024-07-25,Thursday,00:03,Toronto,0daa4477ec313c30dc3036f4bd45e0ba,Yonge St / Davisville Ave,6,7
Toronto-joKMktK9,2024-07-25T05:54:16.912000Z,FortYorkBlvd/CapreolCt--ztfhzNoN,2024-07-25,Thursday,00:03,Toronto,e2911ec2b832c350dad0a8831a30d273,Fort York  Blvd / Capreol Ct,33,13
Toronto-pZnHpyvg,2024-07-25T05:54:16.932000Z,St.GeorgeSt/BloorStW--DbHQmn84,2024-07-25,Thursday,00:03,Toronto,57ef343f4e12ae497e29c3693d922197,St. George St / Bloor St W,9,10
Toronto-qJCMVIJd,2024-07-25T05:54:16.936000Z,KingStW/YorkSt--V8dvi3jz,2024-07-25,Thursday,00:03,Toronto,a0100ff8f210b72706e06b4c31a329fe,King St W / York St,0,22
Toronto-ai2mVKki,2024-07-25T05:54:16.988000Z,RosehillAve/AvocaAve-SMART--BhUsTUgb,2024-07-25,Thursday,00:03,Toronto,75b9fc3e9bf42a5d26fa1393d9ce72ed,Rosehill Ave / Avoca Ave - SMART,0,13
Toronto-KNVZ7MnY,2024-07-25T05:54:17.081000Z,BloorStW/DundasStW--8LPrCDKy,2024-07-25,Thursday,00:03,Toronto,d3e1a4057d9bf7c31c216017a0f1989b,Bloor St W / Dundas St W,3,11
Toronto-2LHsfpPb,2024-07-25T05:54:17.097000Z,BathurstSt/FortYorkBlvd--IOcFccWa,2024-07-25,Thursday,00:03,Toronto,8a4d335d5540e0c2132ffdb1def165f6,Bathurst St / Fort York Blvd,18,0
Toronto-eWV9rsww,2024-07-25T05:54:17.111000Z,SpadinaAve/WillcocksSt--GnlVnSiy,2024-07-25,Thursday,00:03,Toronto,359ce82fbe9d1e9e9962321e62f6066f,Spadina Ave / Willcocks St,0,14
Toronto-MHBqUKZ6,2024-07-25T05:54:17.117000Z,CaribooAve/RailpathTrail--EoYpMR9P,2024-07-25,Thursday,00:03,Toronto,4077bf05c083f50d09a52487fd234193,Cariboo Ave / Railpath Trail,6,12
Toronto-TuCYKzki,2024-07-25T05:54:17.158000Z,CollegeSt/MajorSt--VzeacOAz,2024-07-25,Thursday,00:03,Toronto,6aa469025f8c5ff029052fab35bca1f4,College St / Major St,10,5
Toronto-jOIaD2x6,2024-07-25T05:54:17.162000Z,McGillSt/ChurchSt--ctQ4UgUz,2024-07-25,Thursday,00:03,Toronto,b086f4ccca33b1b976b40abe69b78d42,McGill St / Church St,5,11
Toronto-em0VTme9,2024-07-25T05:54:17.175000Z,QueensQuayW/DanLeckieWay--af50X2Jw,2024-07-25,Thursday,00:03,Toronto,0fa15700b0d780b8f810ced06a01760d,Queens Quay W / Dan Leckie Way,11,12
Toronto-6aBwYLrI,2024-07-25T05:54:17.209000Z,CollegeParkSouth--VtOmAmUl,2024-07-25,Thursday,00:03,Toronto,c3033415413ac24bf33672aa79838018,College Park South,0,17
Toronto-bJsSDW1C,2024-07-25T05:54:17.217000Z,25YorkSt–UnionStationSouth--MAgEmUhe,2024-07-25,Thursday,00:03,Toronto,ce6e330ba7f61e0453dc1567eaa02745,25 York St – Union Station South,0,9
Toronto-3qdNaUjB,2024-07-25T05:54:17.248000Z,161BleeckerSt(SouthofWellesley)--QbOUA6zm,2024-07-25,Thursday,00:03,Toronto,049c76540151608ec55bfcd0e1748f41,161 Bleecker St (South of Wellesley),17,5
Toronto-0vp1ivj6,2024-07-25T05:54:17.261000Z,SpadinaAve/FortYorkBlvd--dABGA04t,2024-07-25,Thursday,00:03,Toronto,55a100afdce605b59cf4acbefcdf3213,Spadina Ave / Fort York Blvd,18,1
Toronto-2WWBwjQ2,2024-07-25T05:54:17.372000Z,AugustaAve/DenisonSq--UUPSChxj,2024-07-25,Thursday,00:03,Toronto,422a936ddcb551dd9f26ec313a450057,Augusta Ave / Denison Sq,2,11
Toronto-fdtZEpwD,2024-07-25T05:54:17.392000Z,LansdowneAve/WhytockAve--0wvfnggL,2024-07-25,Thursday,00:03,Toronto,e38ee1ccd4c3964a5c0d308d29403b88,Lansdowne Ave / Whytock Ave,5,10
Toronto-7qHQF99O,2024-07-25T05:54:17.405000Z,SterlingRd/DundasStW--4UcfTc4G,2024-07-25,Thursday,00:03,Toronto,fc5b892aa82601e2374e8c1772dde569,Sterling Rd / Dundas St W,7,12
Toronto-4sA56Tgd,2024-07-25T05:54:17.421000Z,OssingtonAve/CollegeSt--XeY3PyEP,2024-07-25,Thursday,00:03,Toronto,452241fc4e912119f006a20b4b0099cf,Ossington Ave / College St,1,6
Toronto-s9V250BE,2024-07-25T05:54:17.439000Z,HighParkSubwayStation--wgGEcOhP,2024-07-25,Thursday,00:03,Toronto,eb20e0b8c7c8bf1fc4157a3b715e2837,High Park Subway Station,7,1
Toronto-2eJOzmBM,2024-07-25T05:54:17.447000Z,LakeShoreBlvdW/EllisAve--sO16E4bz,2024-07-25,Thursday,00:03,Toronto,baedec3042f7094d0564ef8a1295e5d8,Lake Shore Blvd W / Ellis Ave,17,1
Toronto-YO5yXURf,2024-07-25T05:54:17.492000Z,LakeShoreBlvdW/WindermereAve--vJcm1y2K,2024-07-25,Thursday,00:03,Toronto,e4481e45d22462b01aca9513d8f5674e,Lake Shore Blvd W / Windermere Ave,12,1
Toronto-sQryHjmQ,2024-07-25T05:54:17.544000Z,MartinGoodmanTrail(MarilynBellPark)--EzhQdzfH,2024-07-25,Thursday,00:03,Toronto,0cf5a51077c51159b5d6c8ed5b4c9db5,Martin Goodman Trail (Marilyn Bell Park),18,13
Toronto-SEGTurS7,2024-07-25T05:54:17.573000Z,LakeShoreBlvdW/TheBoulevardClub--JNpPOuqd,2024-07-25,Thursday,00:03,Toronto,59ef2a57efd0caf7727dbb6451bb8808,Lake Shore Blvd W / The Boulevard Club,13,4
Toronto-HncnGnTU,2024-07-25T05:54:17.589000Z,DundasStW/RoncesvallesAveGreenP-SMART--Cs1SegX9,2024-07-25,Thursday,00:03,Toronto,fe00988a883c9469b82d17221ef1824b,Dundas St W / Roncesvalles Ave Green P -SMART,4,8
Toronto-iRAjTFrn,2024-07-25T05:54:17.618000Z,ErskineAve/YongeStSMART--7kY0Z6UJ,2024-07-25,Thursday,00:03,Toronto,f376aecd6bb0d97d5d1580e9537017dd,Erskine Ave / Yonge St SMART,1,15
Toronto-QpsbcpAe,2024-07-25T05:54:17.662000Z,D'ArcySt/McCaulSt-SMART--stmRBFYh,2024-07-25,Thursday,00:03,Toronto,d04f206f6afecb72f5821586d56f5071,D'Arcy St / McCaul St - SMART,0,14
Toronto-vh00LrFq,2024-07-25T05:54:17.680000Z,MortimerAve/CarlawAveSMART--GVSSCXye,2024-07-25,Thursday,00:03,Toronto,d7227eafd0ff8024632b2c9cef1f209c,Mortimer Ave / Carlaw Ave SMART,2,10
Toronto-rfc6kzZm,2024-07-25T05:54:17.690000Z,CumberlandSt/BayStSMART--GX8ab2PJ,2024-07-25,Thursday,00:03,Toronto,0ec9fc6c92f35e65f603cd6e7c550f1f,Cumberland St / Bay St SMART,0,9
Toronto-mjACaRQL,2024-07-25T05:54:17.742000Z,NiagaraSt/TecumsethSt--wptKPn7g,2024-07-25,Thursday,00:03,Toronto,0ff8f31be644b9e2af6d38b89bf42c07,Niagara St / Tecumseth St,11,2
Toronto-vmyijE64,2024-07-25T05:54:18.048000Z,DundasStW/St.PatrickSt--puNpRlmz,2024-07-25,Thursday,00:03,Toronto,bb30daddc7221e19cffecf3ac108f28c,Dundas St W / St. Patrick St,0,17
Toronto-gw0sW44P,2024-07-25T05:54:18.109000Z,RobertSt/BloorStW-SMART--sVtxRL4x,2024-07-25,Thursday,00:03,Toronto,f52bcef41a84669da7a468cfc4531356,Robert St / Bloor St W - SMART,11,5
Toronto-Jo5PKZb4,2024-07-25T05:54:18.150000Z,QueenStE/HammersmithAve--7mK6GKYF,2024-07-25,Thursday,00:03,Toronto,05d7abba295be4af9e74ca3ec241ebd7,Queen St E / Hammersmith Ave,2,8
Toronto-WWXNlcQ0,2024-07-25T05:54:18.155000Z,QueenSt.E/EasternAve--7G77YwE8,2024-07-25,Thursday,00:03,Toronto,973748f7f27229b41ca0d2a96dea777e,Queen St. E / Eastern Ave,10,4
Toronto-iFMUOCAH,2024-07-25T05:54:18.160000Z,HubbardBlvd/BalsamAv--TozDB7by,2024-07-25,Thursday,00:03,Toronto,e5a7fc18db4989ecaf70a7e98866faee,Hubbard Blvd / Balsam Av,10,7
Toronto-RxoKzeEr,2024-07-25T05:54:18.169000Z,QueenSt.E/SpruceHillRd.--xFIQtTsG,2024-07-25,Thursday,00:03,Toronto,c7cbc921ca5b8310e7218ca5669ad83f,Queen St. E / Spruce Hill Rd.,11,4
Toronto-mjR3GSez,2024-07-25T05:54:18.182000Z,LowerSpadinaAve/LakeShoreBlvdW--9OTySoM1,2024-07-25,Thursday,00:03,Toronto,d1de2ddc0ea8a90d00ff717ad60a2f23,Lower Spadina Ave / Lake Shore Blvd W,17,1
Toronto-Z9Z6v7um,2024-07-25T05:54:18.186000Z,LowerCoxwellAve/LakeShoreBlvdE--S9sAI0Vu,2024-07-25,Thursday,00:03,Toronto,61291082be03c77f92f883b95292557a,Lower Coxwell Ave /  Lake Shore Blvd E,5,10
Toronto-Z6KoXMzU,2024-07-25T05:54:18.189000Z,AmeliaSt/SumachSt--ylls3RT3,2024-07-25,Thursday,00:03,Toronto,d60491c58bb95d6ddefb1f1b1ac3f56f,Amelia St / Sumach St,2,8
Toronto-o1a4KMpZ,2024-07-25T05:54:18.273000Z,AugustaAve/DundasStW--Pkh4XJdt,2024-07-25,Thursday,00:03,Toronto,d81d4d6231b9da01ba7f3d6e50728ca8,Augusta Ave / Dundas St W,0,13
Toronto-C9DrhuKx,2024-07-25T05:54:18.360000Z,QueenStW/OssingtonAve--Sf674Otf,2024-07-25,Thursday,00:03,Toronto,d0a8478c786cb2480de4fcecda844781,Queen St W / Ossington Ave,27,4
Toronto-OKiM5UhX,2024-07-25T05:54:18.373000Z,TrinitySt/FrontStE--FA97RXyJ,2024-07-25,Thursday,00:03,Toronto,1053161189e46ea1c3122c94b644bc9d,Trinity St /Front St E,5,14
Toronto-Nr9jchE5,2024-07-25T05:54:18.413000Z,DundasStW/YongeSt--vo2O8Voq,2024-07-25,Thursday,00:03,Toronto,02feaaef65cff4671fb1935179895659,Dundas St W / Yonge St,3,27
Toronto-IvRFOCNn,2024-07-25T05:54:18.448000Z,KendalAve/SpadinaRd--GAd7qz8Y,2024-07-25,Thursday,00:03,Toronto,b076c918fa10b274340bcdb0f0bca1a6,Kendal Ave / Spadina Rd,2,7
Toronto-6Q1i0fGI,2024-07-25T05:54:18.731000Z,KingStW/JoeShusterWay--ZAGoI2aP,2024-07-25,Thursday,00:03,Toronto,dc268bf6d12c7311db0b5b61b3304b03,King St W / Joe Shuster Way,12,8
Toronto-Lsuyzfuz,2024-07-25T05:54:18.734000Z,YarmouthRd/ChristieSt--zP2XIApF,2024-07-25,Thursday,00:03,Toronto,0abdfc3177000757dcd71bd4c8b479ee,Yarmouth Rd / Christie St,3,8
Toronto-1nWMdzor,2024-07-25T05:54:18.737000Z,PalmerstonAve/VermontAve--0M8h7kVJ,2024-07-25,Thursday,00:03,Toronto,37c32c09c594b83701b3b8f6e32db605,Palmerston Ave / Vermont Ave,8,4
Toronto-pDfGTno6,2024-07-25T05:54:18.740000Z,ChristieSt/BensonAve(WychwoodBarns)--jVSf23NQ,2024-07-25,Thursday,00:03,Toronto,8536b57314846d3b42645c0023e6e60d,Christie St / Benson Ave (Wychwood Barns),3,15
Toronto-zkkxU3MK,2024-07-25T05:54:18.742000Z,KingStW/FraserAve--6RUyRUvl,2024-07-25,Thursday,00:03,Toronto,8db5b143b08ea1fed85f0702fcfe01ec,King St W / Fraser Ave,11,4
Toronto-UP3owYIR,2024-07-25T05:54:18.745000Z,MacphersonAve/SpadinaRd--S477mvq2,2024-07-25,Thursday,00:03,Toronto,879f0d4ef4403ab902e541528bf329f6,Macpherson Ave / Spadina Rd,7,7
Toronto-gtIbgWFR,2024-07-25T05:54:18.748000Z,BridgmanAve/KendalAve--2dKFiahk,2024-07-25,Thursday,00:03,Toronto,c497911a9c04bebbbc32e5211c081f85,Bridgman Ave / Kendal Ave,0,15
Toronto-74LLl3ZU,2024-07-25T05:54:18.750000Z,BridgmanAve/BathurstSt--B0Y2dCv2,2024-07-25,Thursday,00:03,Toronto,2e19220f1e64559e88f3c48b3ebf2916,Bridgman Ave / Bathurst St,2,12
Toronto-rcw3OaAe,2024-07-25T05:54:18.753000Z,KendalAve/BernardAve--rCONVpE7,2024-07-25,Thursday,00:03,Toronto,afa3ff2218a5d1817934c7c7c7bb5d19,Kendal Ave / Bernard Ave,10,2
Toronto-broFy6Mo,2024-07-25T05:54:18.956000Z,PretoriaAve/BroadviewAve--KZq88S58,2024-07-25,Thursday,00:03,Toronto,ddba9c631e11fbae48e2be60289f60c2,Pretoria Ave / Broadview Ave,9,9
Toronto-eDMj9env,2024-07-25T05:54:18.959000Z,BroadviewAve/WestwoodAve--KRASpBZZ,2024-07-25,Thursday,00:03,Toronto,a7ca61373064c6581461132f1ae050de,Broadview Ave / Westwood Ave,5,16
Toronto-wEnN9IdM,2024-07-25T05:54:18.962000Z,FultonAve/PapeAve--MOXvOAWa,2024-07-25,Thursday,00:03,Toronto,62a1c39596c3d512dfa04f1d29b81035,Fulton Ave / Pape Ave,6,13
Toronto-8EXizU2X,2024-07-25T05:54:18.968000Z,CosburnAve/DonlandsAve--B15HKlc5,2024-07-25,Thursday,00:03,Toronto,b960be1eba97f5aefc6ad39ecc93cb11,Cosburn Ave / Donlands Ave,2,15
Toronto-nfIEGt1g,2024-07-25T05:54:18.972000Z,BeltlineTrail/ChaplinCres--WIjYhAyn,2024-07-25,Thursday,00:03,Toronto,908b17c0d06011373777bace0a3cd74c,Beltline Trail / Chaplin Cres,3,11
Toronto-QCOUoqS6,2024-07-25T05:54:18.976000Z,LakeShoreBlvdE/LeslieSt--kxSrmQQc,2024-07-25,Thursday,00:03,Toronto,d2ce6ae839b7df2c912ab140253a5574,Lake Shore Blvd E / Leslie St,15,4
Toronto-sjENp7X2,2024-07-25T05:54:18.985000Z,RosedalePark(20ScholfieldAve)--kzTGmJZO,2024-07-25,Thursday,00:03,Toronto,72de8a8e0a0966768f8115d755532e4c,Rosedale Park (20 Scholfield Ave),1,20
Toronto-PYmciecl,2024-07-25T05:54:19.121000Z,MaryMcCormickRecCentre(SheridanAve)--dSx1zXOV,2024-07-25,Thursday,00:03,Toronto,4c18c44e6f93e57321d327124945cb19,Mary McCormick Rec Centre (Sheridan Ave),15,0
Toronto-7a7DCdpt,2024-07-25T05:54:19.376000Z,DavenportRd/LansdowneAve--xg2hdb37,2024-07-25,Thursday,00:03,Toronto,071b427d1f3f600d6b9f35ca6576ebe2,Davenport Rd / Lansdowne Ave,2,16
Toronto-hUAIf64c,2024-07-25T05:54:19.389000Z,FrontStW/UniversityAve(2)--aU8saQRT,2024-07-25,Thursday,00:03,Toronto,08b57a79795bbd49a15e4a3692ee924f,Front St W / University Ave (2),0,18
Toronto-vEzRAVC2,2024-07-25T05:54:19.398000Z,457KingStW--Xm4Rqv8C,2024-07-25,Thursday,00:03,Toronto,fe806cf907683c67f4d2899eb4123f00,457 King St W,0,14
Toronto-RkPgZs9P,2024-07-25T05:54:19.403000Z,DufferinSt/SylvanAv(DufferinGrovePark)--ztP1cQQ2,2024-07-25,Thursday,00:03,Toronto,dad51db43939490092b81d8cea72e018,Dufferin St / Sylvan Av (Dufferin Grove Park),12,6
Toronto-asmI8V5P,2024-07-25T05:54:19.407000Z,CrawfordSt/QueenStW--BTpf8hG0,2024-07-25,Thursday,00:03,Toronto,d06ed2c21f6ff4e4cbc77b64e65bd801,Crawford St / Queen St W,11,6
Toronto-VfJMejve,2024-07-25T05:54:19.445000Z,DundasStE/RegentParkBlvd--3sJDJZeL,2024-07-25,Thursday,00:03,Toronto,789f216e52af17d73307365401bb9109,Dundas St E / Regent Park Blvd,22,1
Toronto-EzKGM0gj,2024-07-25T05:54:19.460000Z,LowerSherbourneSt/TheEsplanade--j1FSmJWt,2024-07-25,Thursday,00:03,Toronto,9c5b6e6af1002ebba73b6be3039e78a2,Lower Sherbourne St / The Esplanade,24,1
Toronto-kntrheWR,2024-07-25T05:54:19.480000Z,NelsonSt/DuncanSt--mIKTkDHn,2024-07-25,Thursday,00:03,Toronto,ceb52586adc7097b47183068a3d24862,Nelson St / Duncan St,2,25
Toronto-wt8nh12j,2024-07-25T05:54:19.496000Z,JimmieSimpsonPark(QueenStE)--RUCXCj4q,2024-07-25,Thursday,00:03,Toronto,4b5b510307e10e878321a5eaa419c976,Jimmie Simpson Park (Queen St E),12,0
Toronto-z768ew0n,2024-07-25T05:54:19.517000Z,QueenStE/SackvilleSt--xtmhtFOj,2024-07-25,Thursday,00:03,Toronto,ed77bb45e5a6964a4b94c780d5c21584,Queen St E / Sackville St,8,7
Toronto-pEeOhxvn,2024-07-25T05:54:19.532000Z,MillSt/TanneryRd--2GxbIHfh,2024-07-25,Thursday,00:03,Toronto,419d42f093b90ba03bd31b21039ff5f0,Mill St / Tannery Rd,25,0
Toronto-u5N1pOL7,2024-07-25T05:54:19.545000Z,CherrySt/DistilleryLn--b68tbyu5,2024-07-25,Thursday,00:03,Toronto,b3fca97a4a4308fefb648b6815e3907d,Cherry St / Distillery Ln,15,0
Toronto-iMCramqu,2024-07-25T05:54:19.557000Z,QueenStW/SpadinaAve--9kDvqD5k,2024-07-25,Thursday,00:03,Toronto,17b0d8ca1c69eca14d3173c15fa144e4,Queen St W / Spadina Ave,4,7
Toronto-3vU10Qy3,2024-07-25T05:54:19.561000Z,WillcocksSt/St.GeorgeSt--nDZyAi6U,2024-07-25,Thursday,00:03,Toronto,c4077147fd13aa009cb7f1a59b0f8178,Willcocks St / St. George St,0,17
Toronto-uDMkgMPF,2024-07-25T05:54:19.563000Z,DundasStE/ParliamentSt--uc118zXG,2024-07-25,Thursday,00:03,Toronto,b894ec8d0d8ab0f3a9bf708ee4c90d14,Dundas St E / Parliament St,15,0
Toronto-oKuywK7H,2024-07-25T05:54:19.569000Z,Queen'sPark/BloorStW--qD38MGci,2024-07-25,Thursday,00:03,Toronto,195c1a917f697ab4b4fb52431e921423,Queen's Park / Bloor St W,2,19
Toronto-c5QsO67t,2024-07-25T05:54:19.672000Z,FortYorkBlvd/BathurstSt-SMART--Eclq3S59,2024-07-25,Thursday,00:03,Toronto,e67960ae2a91a3adf6adf65a92dfd09f,Fort York Blvd / Bathurst St - SMART,20,0
Toronto-6KrkU6Tf,2024-07-25T05:54:19.679000Z,AlmaAve/GladstoneAveSMART--QQIQiRnN,2024-07-25,Thursday,00:03,Toronto,4b7f75302d4eec9130e1e486ba486571,Alma Ave / Gladstone Ave SMART,13,0
Toronto-Mn6x6MVU,2024-07-25T05:54:19.796000Z,HarbordSt/ClintonSt--QvekVMjm,2024-07-25,Thursday,00:03,Toronto,1e01daecd9b52d95d82346c5c81d2ba0,Harbord St / Clinton St,9,4
Toronto-tanecYx1,2024-07-25T05:54:19.801000Z,CentralTech(HarbordSt)--5pQfodyZ,2024-07-25,Thursday,00:03,Toronto,82051b9dc79b4b401acc0872abc734a9,Central Tech  (Harbord St),4,4
Toronto-rCjLHLrk,2024-07-25T05:54:19.824000Z,RoxtonRd/HarbordSt--NeKSnYMG,2024-07-25,Thursday,00:03,Toronto,4504736e6ccb393e9f89000f91479688,Roxton Rd / Harbord St,7,3
Toronto-QsyyenC0,2024-07-25T05:54:19.829000Z,UlsterSt/BathurstSt--gjgxctfN,2024-07-25,Thursday,00:03,Toronto,b4e20439535ceebae999cba2f02789eb,Ulster St / Bathurst St,10,1
Toronto-AOqbbpqv,2024-07-25T05:54:19.840000Z,MortimerAve/CoxwellAve--XDoMsiT9,2024-07-25,Thursday,00:03,Toronto,09007b5f868cd54be0f040f9a9a75c42,Mortimer Ave / Coxwell Ave,5,16
Toronto-PGUqAlTt,2024-07-25T05:54:22.147000Z,DanforthAve/BarringtonAve--DvU371NQ,2024-07-25,Thursday,00:03,Toronto,7f29cbdced0d217c129cc9648f1becbe,Danforth Ave / Barrington Ave,1,12
Toronto-46wNQqJg,2024-07-25T05:54:20.011000Z,CollegePark-GerrardEntrance--xFob5ppC,2024-07-25,Thursday,00:03,Toronto,135f69ed3bde48aaf1d0006b4f080149,College Park - Gerrard Entrance,3,13
Toronto-Tut5hvmd,2024-07-25T05:54:20.048000Z,DanforthAve/CoxwellAve--OcD4lHWF,2024-07-25,Thursday,00:03,Toronto,fe97ae335b31b6c455f340f397904d38,Danforth Ave / Coxwell Ave,6,9
Toronto-ibuVIzBs,2024-07-25T05:54:20.120000Z,12HarbourSt--uuFG0Uud,2024-07-25,Thursday,00:03,Toronto,d8db167197846ff7cbe59c9a35aed587,12 Harbour St,12,2
Toronto-XG8H3Y5h,2024-07-25T05:54:20.141000Z,HowardParkAve/DundasStW-SMART--jy7OayYy,2024-07-25,Thursday,00:03,Toronto,391a459d2ca6e2c8eefa90736b2e9142,Howard Park Ave / Dundas St W - SMART,2,9
Toronto-nb96oFLx,2024-07-25T05:54:20.168000Z,DufferinGate-SMART--36vBOSIf,2024-07-25,Thursday,00:03,Toronto,0ac5489c6a4750403c053598153880b0,Dufferin Gate - SMART,6,10
