request_id,timestamp,_id,date,day_name,hour,city,station_id,station_name,free_bikes,empty_slots
Montreal-cr6aeAT8,2024-07-25T06:03:08.128000Z,Gared'autocarsdeMontréal(Berri/Ontario)--KTwTzm65,2024-07-25,Thursday,00:03,Montreal,36c6491aa1b52e5ef7005f984738de27,Gare d'autocars de Montréal (Berri / Ontario),6,7
Montreal-ecc071hO,2024-07-25T06:03:07.856000Z,MarchéMaisonneuve--jQkovllH,2024-07-25,Thursday,00:03,Montreal,65f5707d61306518123222b4680bc282,Marché Maisonneuve,16,4
Montreal-Gz8TUcdp,2024-07-25T06:03:09.742000Z,Bibliothèqued'Ahuntsic(Lajeunesse/Fleury)--NrTFDcpI,2024-07-25,Thursday,00:03,Montreal,eeda0f4010f34ca2199f3585a76fef66,Bibliothèque d'Ahuntsic (Lajeunesse / Fleury),11,1
Montreal-Ua43I8uV,2024-07-25T05:54:31.477000Z,Omer-Lavallée/duMidway--k12vG8aV,2024-07-25,Thursday,00:03,Montreal,e287c24d95d9f0e3767d167d83ecebcd,Omer-Lavallée / du Midway,3,15
Montreal-qsvN7e3T,2024-07-25T05:54:33.830000Z,CHSLDSt-Michel(8eavenue/Jarry)--GTFuTF0g,2024-07-25,Thursday,00:03,Montreal,bfc27d829d7ce8c0f9e55b1cab901cbb,CHSLD St-Michel (8e avenue / Jarry),5,9
Montreal-eqhXTea0,2024-07-25T06:03:08.788000Z,Chabanel/duParc--FIYYXlmB,2024-07-25,Thursday,00:03,Montreal,1ff33fd73e2add3c30fcd821850dccd3,Chabanel / du Parc,0,27
Montreal-VBE3vAfm,2024-07-25T06:03:09.003000Z,MétroHenri-Bourassa(Henri-Bourassa/Millen)--hjdDKLME,2024-07-25,Thursday,00:03,Montreal,41f8b2e49339317de23ae563e66fe4a6,Métro Henri-Bourassa (Henri-Bourassa / Millen),11,5
Montreal-xyaf4bv7,2024-07-25T05:54:34.215000Z,St-Hubert/deMaisonneuve(sud)--4m9GxtIN,2024-07-25,Thursday,00:03,Montreal,f332a5c6e3f7fc73096885d6efc0f829,St-Hubert / de Maisonneuve (sud),0,18
Montreal-8hGFeO1X,2024-07-25T06:03:09.281000Z,CHSLDJoseph-François-Perrault(St-Michel/Everett)--v4RZEUYI,2024-07-25,Thursday,00:03,Montreal,0243c740e1d4fe272e0c414cdd900c7d,CHSLD Joseph-François-Perrault (St-Michel / Everett),4,14
Montreal-7zaLHw9l,2024-07-25T05:54:31.300000Z,ParcNicolas-Tillemont(desÉrables/Villeray)--WoiukaaD,2024-07-25,Thursday,00:03,Montreal,278e51e3bb2d95cf556a62edff8f95ec,Parc Nicolas-Tillemont (des Érables / Villeray),13,2
Montreal-rsMkPSLX,2024-07-25T06:03:07.997000Z,Préfontaine/Marcel-Pépin--5ENCwIDO,2024-07-25,Thursday,00:03,Montreal,82cc3be4d76f16ca475536a6e07461c5,Préfontaine / Marcel-Pépin,6,11
Montreal-CgLgb1OV,2024-07-25T05:54:31.274000Z,BAnQ(Berri)--UF6XIkAs,2024-07-25,Thursday,00:03,Montreal,91a138f95bde5c11382cfd13a0592bb2,BAnQ (Berri),1,10
Montreal-YCWsSd5M,2024-07-25T06:03:10.932000Z,Messier/St-Joseph--N0ARviNo,2024-07-25,Thursday,00:03,Montreal,e335f2f5ad674c200bb9795ee863749c,Messier / St-Joseph,15,1
Montreal-RykAcK6d,2024-07-25T05:54:31.320000Z,SquareViger(Berri/Viger)--rE7O55cJ,2024-07-25,Thursday,00:03,Montreal,30efd061ab22a0caa3dc67f5e027154e,Square Viger (Berri / Viger),6,23
Montreal-9bTaOuD1,2024-07-25T06:03:07.245000Z,Dorion/Ontario--I6aChbUQ,2024-07-25,Thursday,00:03,Montreal,76d6ac391db2e789d1696e32fccf92f6,Dorion / Ontario,25,10
Montreal-xVR0LUEA,2024-07-25T06:03:10.940000Z,MétroPeel(deMaisonneuve/Stanley)--A0x7Kbje,2024-07-25,Thursday,00:03,Montreal,69f583a85e1a83b443c203b781bfc0c9,Métro Peel (de Maisonneuve / Stanley),2,47
Montreal-kAi6G4Xy,2024-07-25T06:03:07.498000Z,MétroPlace-d'Armes(Viger/St-Urbain)--pOFlkvJm,2024-07-25,Thursday,00:03,Montreal,7efdfc0229daac74cfa58a8a39d13ac2,Métro Place-d'Armes (Viger / St-Urbain),4,29
Montreal-V5pUXiXv,2024-07-25T05:54:33.545000Z,MétroLaurier(Berri/St-Joseph)--quHeaIRL,2024-07-25,Thursday,00:03,Montreal,1013ec013026d8e51b4e126c5c72c5c8,Métro Laurier (Berri / St-Joseph),10,10
Montreal-3RMzYBBh,2024-07-25T06:03:07.256000Z,MétroFrontenac(Ontario/duHavre)--VVIqlNcG,2024-07-25,Thursday,00:03,Montreal,04f6eaaa0d7993020973687c13f41663,Métro Frontenac (Ontario / du Havre),17,5
Montreal-dea9xrUW,2024-07-25T05:54:33.081000Z,duMont-Royal/Clark--IBhtu1Sl,2024-07-25,Thursday,00:03,Montreal,706aa9cbfdd3690017049a4f1239f340,du Mont-Royal / Clark,24,13
Montreal-Nk6sfxC6,2024-07-25T06:03:09.581000Z,Gary-Carter/St-Laurent--sIU7DiVe,2024-07-25,Thursday,00:03,Montreal,f9d30314d14794ea0c378ba2c1ee0c5d,Gary-Carter / St-Laurent,27,10
Montreal-iHtYy3aY,2024-07-25T06:03:09.226000Z,MétroParc(Hutchison/Ogilvy)--xHAuUsVY,2024-07-25,Thursday,00:03,Montreal,9836aac1ee4659e9103ab4a3ac10c9e0,Métro Parc  (Hutchison / Ogilvy),5,27
Montreal-j8wzfOrn,2024-07-25T06:03:09.022000Z,6eavenue/Villeray--X9k0ygaN,2024-07-25,Thursday,00:03,Montreal,251c1026721c2b86f0c7b68be5992fdf,6e avenue / Villeray,8,7
Montreal-pwTpVFDA,2024-07-25T06:03:06.799000Z,desBassins/duSéminaire--W27J4HIf,2024-07-25,Thursday,00:03,Montreal,ede6b6e636d0057c3569441aad58f64c,des Bassins / du Séminaire,21,13
Montreal-rFGyo5e5,2024-07-25T05:54:34.036000Z,St-Jacques/Vinet--1QWiOmGI,2024-07-25,Thursday,00:03,Montreal,444448176f019fa75930cba6037f6ed8,St-Jacques / Vinet,0,15
Montreal-w3DIWlQj,2024-07-25T06:03:09.872000Z,MétroLionel-Groulx(St-Jacques/Atwater)--Mp52zZ10,2024-07-25,Thursday,00:03,Montreal,f9cff3cd7959287708ec2346fdc9f24c,Métro Lionel-Groulx (St-Jacques / Atwater),0,33
Montreal-xH8KXT4h,2024-07-25T05:54:31.496000Z,MétroPie-IX(Pierre-de-Coubertin/Desjardins)--qnopSsFm,2024-07-25,Thursday,00:03,Montreal,b70ce7493bae1388aa38f66e6e8434f1,Métro Pie-IX (Pierre-de-Coubertin / Desjardins),26,23
Montreal-DH5xWipb,2024-07-25T06:03:10.461000Z,duParc-Lafontaine/Rachel--mt9UXtTr,2024-07-25,Thursday,00:03,Montreal,0c9cd68aa1bd69a080463ce7f302337c,du Parc-Lafontaine / Rachel,7,10
Montreal-RCKguP9B,2024-07-25T05:54:31.827000Z,Ste-Catherine/St-Clément--QdyzLzaX,2024-07-25,Thursday,00:03,Montreal,b2ff5e1c2db5294d113db231f95c8bb9,Ste-Catherine / St-Clément,6,9
Montreal-qUoweb0H,2024-07-25T05:54:33.981000Z,del'Hôtel-de-Ville/Rachel--d7HVCGWb,2024-07-25,Thursday,00:03,Montreal,c6315ed8be3d1b1db4e1743fd8cf702d,de l'Hôtel-de-Ville / Rachel,12,2
Montreal-e8jIroeJ,2024-07-25T05:54:34.070000Z,Workman/Vinet--MdWlTXme,2024-07-25,Thursday,00:03,Montreal,ce541d236b1fb3391edee931485e6ad7,Workman / Vinet,6,17
Montreal-Ov1KD007,2024-07-25T05:54:32.125000Z,MétroAcadie(del'Acadie/Beaumont)--LLAGGVjA,2024-07-25,Thursday,00:03,Montreal,9fce8c378d9e1fc9d96999ff50a71f6a,Métro Acadie (de l'Acadie / Beaumont),10,2
Montreal-x6vTMvoE,2024-07-25T05:54:33.963000Z,MétroCrémazie(Crémazie/Lajeunesse)--49EAC0Y5,2024-07-25,Thursday,00:03,Montreal,3da178370890fe8edbd73af1c48b6fa7,Métro Crémazie (Crémazie / Lajeunesse),1,13
Montreal-GNlMk7XF,2024-07-25T05:54:35.081000Z,Lajeunesse/Villeray--CsQDM62e,2024-07-25,Thursday,00:03,Montreal,8ae2d0c3c6bfb29c5614921e85221107,Lajeunesse / Villeray,5,9
Montreal-dELLcIgQ,2024-07-25T05:54:30.791000Z,Berri/Rachel--9fQboG2s,2024-07-25,Thursday,00:03,Montreal,c56841567707d1812755ec56f2ad2895,Berri / Rachel,17,2
Montreal-Bp2BESlR,2024-07-25T06:03:11.404000Z,MétroSauvé(Berri/Sauvé)--1DM9wMU5,2024-07-25,Thursday,00:03,Montreal,1f7793b1b7e1c83f11792bddb10e297a,Métro Sauvé (Berri / Sauvé),1,24
Montreal-RXGSy1MJ,2024-07-25T06:03:10.226000Z,Tolhurst/Fleury--N2NgyhNK,2024-07-25,Thursday,00:03,Montreal,73eda86efde149b545d1e7646de05cd6,Tolhurst / Fleury,17,0
Montreal-NiRCKbYi,2024-07-25T06:03:10.793000Z,MétroSherbrooke(deRigaud/Berri)--O3TgMnOv,2024-07-25,Thursday,00:03,Montreal,4752f08cc123b7e93771ee25c318efee,Métro Sherbrooke (de Rigaud / Berri),22,4
Montreal-TCgoftcn,2024-07-25T05:54:34.059000Z,MarchéAtwater--Tur6ftti,2024-07-25,Thursday,00:03,Montreal,4c87345d7a652a966f526460dfa264c5,Marché Atwater,7,25
Montreal-U2jeOhJl,2024-07-25T05:54:31.289000Z,MétroSt-Laurent(deMaisonneuve/St-Laurent)--EwoW9IYW,2024-07-25,Thursday,00:03,Montreal,eb0fd4c2ab7be34b815978bb8ebfbe65,Métro St-Laurent (de Maisonneuve / St-Laurent),4,19
Montreal-gWsIDC57,2024-07-25T05:54:32.754000Z,Pierre-de-Coubertin/Aird--815rJ6Q0,2024-07-25,Thursday,00:03,Montreal,0cc110260f90b08675fba8b904866c5c,Pierre-de-Coubertin / Aird,13,14
Montreal-KrybFpIi,2024-07-25T06:03:08.003000Z,Frontenac/Ste-Catherine--mwujrSIe,2024-07-25,Thursday,00:03,Montreal,75029d868bd65133941f05b6d4fa2daf,Frontenac / Ste-Catherine,18,0
Montreal-V9hArChD,2024-07-25T06:03:06.941000Z,Lanaudière/Jean-Talon--NauVDZU3,2024-07-25,Thursday,00:03,Montreal,5e32fab9110f792cab5784b893f3a1af,Lanaudière / Jean-Talon,1,22
Montreal-fzGnRLcv,2024-07-25T05:54:33.892000Z,deMaisonneuve/Mansfield(sud-est)--latzan5p,2024-07-25,Thursday,00:03,Montreal,3cbb64215b647b4779187f72b150a036,de Maisonneuve / Mansfield (sud-est),1,22
Montreal-Q1YcYaX9,2024-07-25T05:54:34.369000Z,Clark/del'Arcade--AynxVpsF,2024-07-25,Thursday,00:03,Montreal,462e77d533503e90f53675acf2f9ddcc,Clark / de l'Arcade,7,12
Montreal-xp7zF2hz,2024-07-25T06:03:10.416000Z,Sherbrooke/Jeanne-d'Arc--yTH9y1in,2024-07-25,Thursday,00:03,Montreal,5a1a7b87aa778fdd439fe21cc643e051,Sherbrooke / Jeanne-d'Arc,11,14
Montreal-fyj0RLzW,2024-07-25T06:03:07.273000Z,MétroPapineau(Dorion/DeMaisonneuve)--D5LhOl51,2024-07-25,Thursday,00:03,Montreal,5678ed90f0af2bf60b25261bf16f6c70,Métro Papineau (Dorion / De Maisonneuve),8,24
Montreal-9F6kmz2l,2024-07-25T06:03:11.501000Z,Duke/Nazareth--5wKLHJfI,2024-07-25,Thursday,00:03,Montreal,81835dccb50d8900b00cc0a3ea1b480f,Duke / Nazareth,6,13
Montreal-M8C0qOzz,2024-07-25T05:54:30.592000Z,ParcMolson(d'Iberville/Beaubien)--L6v4mq0O,2024-07-25,Thursday,00:03,Montreal,2b9e2e02951cbf0f3386b55b303d7105,Parc Molson (d'Iberville / Beaubien),13,6
Montreal-8jJTKhFU,2024-07-25T05:54:34.102000Z,deBellechasse/deLanaudière--ZafNLE2p,2024-07-25,Thursday,00:03,Montreal,07151bf35f8c11187f1e4e0c0311b250,de Bellechasse / de Lanaudière,5,14
Montreal-TQf9hEuq,2024-07-25T05:54:34.004000Z,Notre-Dame/St-Martin--OqldGGCj,2024-07-25,Thursday,00:03,Montreal,16fb65f48b8435b23e10d3e232fd5f0c,Notre-Dame / St-Martin,1,18
Montreal-1retyX3J,2024-07-25T06:03:08.445000Z,desÉrables/Rachel--EjVaUmgC,2024-07-25,Thursday,00:03,Montreal,26aa0933324c9525e24f3b802787f507,des Érables / Rachel,18,1
Montreal-AZ8IEXJd,2024-07-25T05:54:32.113000Z,Jean-Talon/del'Épée--eggbW6na,2024-07-25,Thursday,00:03,Montreal,7fb17e275b3e5006964621b39f5decbd,Jean-Talon / de l'Épée,8,6
Montreal-R6NsbxDZ,2024-07-25T06:03:09.246000Z,St-Rémi/Ste-Émilie--iBQoTvqc,2024-07-25,Thursday,00:03,Montreal,d63041391198f1496b84b02d71a3ed90,St-Rémi / Ste-Émilie,4,23
Montreal-ueQK5R2A,2024-07-25T06:03:06.505000Z,MétroSt-Michel(Shaughnessy/St-Michel)--Z9xZRcBk,2024-07-25,Thursday,00:03,Montreal,352d6c6589d10485af73efe4b2df8660,Métro St-Michel (Shaughnessy / St-Michel),4,10
Montreal-y0ReqJeM,2024-07-25T05:54:30.778000Z,Cartier/Marie-Anne--zekvqnE9,2024-07-25,Thursday,00:03,Montreal,f07d83b19d7555633ed07b8705e1439c,Cartier / Marie-Anne,25,2
Montreal-PI7gjuhC,2024-07-25T05:54:32.359000Z,St-Grégoire/Christophe-Colomb--FnB9AWmJ,2024-07-25,Thursday,00:03,Montreal,8569736c023d7713fa1054b1dc71a704,St-Grégoire / Christophe-Colomb,31,7
Montreal-icSEoYHb,2024-07-25T05:54:33.443000Z,6eAvenue/Bélanger--0K4SUfhZ,2024-07-25,Thursday,00:03,Montreal,9af471a77a41e1bdde69ab0533d721ec,6e Avenue / Bélanger,5,14
Montreal-1tnSziKk,2024-07-25T06:03:07.713000Z,St-Urbain/Laurier--He2OFu6X,2024-07-25,Thursday,00:03,Montreal,1e35b33de4e369aeedcdd6de0f62c2cb,St-Urbain / Laurier,11,8
Montreal-sarSS2HJ,2024-07-25T05:54:31.585000Z,Masson/Molson--MhDCGUlu,2024-07-25,Thursday,00:03,Montreal,c7c82cf193fdc50ec1a106c90cb51544,Masson / Molson,17,1
Montreal-KBsRGyoj,2024-07-25T05:54:31.026000Z,Atwater/Sherbrooke--ah1jgiWX,2024-07-25,Thursday,00:03,Montreal,4249917b3ff262f4cd831f8ea34cf74e,Atwater / Sherbrooke,19,4
Montreal-cQcyzN2B,2024-07-25T06:03:09.713000Z,Ste-Catherine/Bishop--AtrWN2td,2024-07-25,Thursday,00:03,Montreal,7b28024fd4c90ded38fc0447771d1ca4,Ste-Catherine / Bishop,2,17
Montreal-EQo7D4C4,2024-07-25T06:03:11.608000Z,MétroLucien-L'Allier(Lucienl'Allier/Argyle)--GIUSlt52,2024-07-25,Thursday,00:03,Montreal,7c116c44d814279d54202eeec81ddddb,Métro Lucien-L'Allier (Lucien l'Allier / Argyle),15,2
Montreal-KTfJN7iQ,2024-07-25T06:03:09.707000Z,Ste-Catherine/Towers--rEd6mO3X,2024-07-25,Thursday,00:03,Montreal,f05dc5b7b3635787d9fe3fd8565bee7a,Ste-Catherine / Towers,22,0
Montreal-taJJz4Sy,2024-07-25T06:03:07.554000Z,Viger/Chenneville--0nmDIUal,2024-07-25,Thursday,00:03,Montreal,3e138c9acff07bff5f9e684c01bc564f,Viger / Chenneville,4,29
Montreal-puaAp3Y3,2024-07-25T05:54:33.484000Z,Stanley/René-Lévesque--y7p6Vy2Z,2024-07-25,Thursday,00:03,Montreal,420d9c027c261cae251568f7f8d5a9cc,Stanley / René-Lévesque,5,34
Montreal-QBOb0Qhj,2024-07-25T05:54:31.821000Z,deMaisonneuve/Aylmer(ouest)--vPVe3goL,2024-07-25,Thursday,00:03,Montreal,014e10dba2d92bd20c826b88864dc6b6,de Maisonneuve / Aylmer (ouest),0,36
Montreal-Qdgtu9cu,2024-07-25T06:03:07.307000Z,deMaisonneuve/Aylmer(est)--CHFqNYdi,2024-07-25,Thursday,00:03,Montreal,8ae106c7b71f9c4a8f753c79cbe1603f,de Maisonneuve / Aylmer (est),0,21
Montreal-SOLyZAIG,2024-07-25T06:03:11.041000Z,MétroJoliette(Hochelaga/Joliette)--qx9GCtjF,2024-07-25,Thursday,00:03,Montreal,353cde491172cf1f6f0e038c29f9ca2b,Métro Joliette  (Hochelaga / Joliette),2,27
Montreal-kQwiefIs,2024-07-25T05:54:31.452000Z,Ottawa/duSéminaire--QiWsKhFu,2024-07-25,Thursday,00:03,Montreal,f7b1f88c4f4e3231537dd0a5a7397287,Ottawa / du Séminaire,9,14
Montreal-dzBhISxM,2024-07-25T05:54:33.970000Z,ParcSt-Henri(Laporte/Guay)--u8EnWHZY,2024-07-25,Thursday,00:03,Montreal,c0bf44a23aa9fdfd893bd437866dbf2a,Parc St-Henri (Laporte / Guay),5,9
Montreal-scBFyjmR,2024-07-25T06:03:08.193000Z,deMaisonneuve/Mansfield(nord)--XdqWMpOq,2024-07-25,Thursday,00:03,Montreal,508a89286045d9bc7e8188522a328f63,de Maisonneuve / Mansfield (nord),2,17
Montreal-5Wv1DdzM,2024-07-25T06:03:09.040000Z,deMaisonneuve/Mansfield(sud)--GCiFpzqg,2024-07-25,Thursday,00:03,Montreal,24d6cf55dd9c36caa1aac57ea06d80d7,de Maisonneuve / Mansfield (sud),4,22
Montreal-bwNexQvy,2024-07-25T05:54:34.740000Z,McTavish/Sherbrooke--miKVt9fA,2024-07-25,Thursday,00:03,Montreal,4dfba1c78f4c98769c58749cb8f10472,McTavish / Sherbrooke,3,43
Montreal-zuqVjxc6,2024-07-25T05:54:32.312000Z,deBleury/deMaisonneuve--cg0mojcv,2024-07-25,Thursday,00:03,Montreal,21a2faa2030e136896fc22dcbb613e52,de Bleury / de Maisonneuve,0,21
Montreal-DS7lgtDP,2024-07-25T05:54:31.773000Z,Ste-Catherine/Drummond--nTN3eciG,2024-07-25,Thursday,00:03,Montreal,4aead5b6002007d40c34c9a53ffecbdf,Ste-Catherine / Drummond,1,18
Montreal-WwxlaAmi,2024-07-25T06:03:06.833000Z,delaMontagne/Notre-Dame--sHCfgehC,2024-07-25,Thursday,00:03,Montreal,326615f796f68a086a7460d4f41ae806,de la Montagne / Notre-Dame,8,15
Montreal-xlgvNice,2024-07-25T06:03:09.944000Z,Jeanne-Mance/René-Lévesque--BMbGL6bk,2024-07-25,Thursday,00:03,Montreal,a8dca6a7c9f8451b38af2eee446736df,Jeanne-Mance / René-Lévesque,2,56
Montreal-4pLrtCp6,2024-07-25T05:54:33.465000Z,Cathcart/McGillCollege--K3akLIhS,2024-07-25,Thursday,00:03,Montreal,cb1d736547a9e93d8e3427b1f232a0f9,Cathcart / McGill College,5,22
Montreal-5tDEj2nC,2024-07-25T05:54:34.350000Z,delaCôteSt-Paul/St-Ambroise--cW3IutFg,2024-07-25,Thursday,00:03,Montreal,dfaab1117322af6f88c48893144bcf6f,de la Côte St-Paul / St-Ambroise,11,16
Montreal-AfyKmXbQ,2024-07-25T06:03:09.014000Z,Jacques-Casault/Christophe-Colomb--vzo9e9ey,2024-07-25,Thursday,00:03,Montreal,e1d27e3bb1414d200aac4dbc156450d7,Jacques-Casault / Christophe-Colomb,4,14
Montreal-aRfaa4b4,2024-07-25T05:54:34.912000Z,Garnier/Beaubien--MflpxhEl,2024-07-25,Thursday,00:03,Montreal,f0aeadde961c7d845b9a1b6aeab78eb8,Garnier / Beaubien,6,7
Montreal-aji8kqMQ,2024-07-25T06:03:08.092000Z,deMaisonneuve/Fullum--fHXGP51n,2024-07-25,Thursday,00:03,Montreal,63c25a074954b752156b8c981b4e1f99,de Maisonneuve / Fullum,3,14
Montreal-MSJlOT7t,2024-07-25T05:54:35.177000Z,Hamel/Sauriol--cKN9PbCk,2024-07-25,Thursday,00:03,Montreal,7eaaf829040807e1e2c7091f2866f62e,Hamel / Sauriol,10,5
Montreal-uujWXpXA,2024-07-25T05:54:33.261000Z,ParcHenri-Julien(Legendre/Henri-Julien)--oNFMImGA,2024-07-25,Thursday,00:03,Montreal,796a9f355c39aaf2fcedeae95260306f,Parc Henri-Julien (Legendre / Henri-Julien),2,14
Montreal-kiWfzRal,2024-07-25T05:54:35.245000Z,Ontario/Ville-Marie--ZM5GyBKI,2024-07-25,Thursday,00:03,Montreal,49a34fd07d2a10bef806a1abcc921a87,Ontario / Ville-Marie,11,6
Montreal-W4aq0NrH,2024-07-25T06:03:10.236000Z,Ball/Bloomfield--qVxytAlR,2024-07-25,Thursday,00:03,Montreal,286671379fa925e68543ac801281068b,Ball / Bloomfield,9,1
Montreal-C0XLP8n4,2024-07-25T06:03:06.466000Z,ParcVilleray(Christophe-Colomb/Jarry)--EP833ET3,2024-07-25,Thursday,00:03,Montreal,aa4100b71e77eb483a5d173547e56ab6,Parc Villeray (Christophe-Colomb / Jarry),8,6
Montreal-R1p19Hjb,2024-07-25T06:03:09.036000Z,Notre-Dame/St-Gabriel--UFj1ycjw,2024-07-25,Thursday,00:03,Montreal,3cc8af25d891cb13e3301e4a612d0383,Notre-Dame / St-Gabriel,0,15
Montreal-DxBICFXp,2024-07-25T06:03:06.667000Z,St-Hubert/deMaisonneuve(nord)--fobFFDag,2024-07-25,Thursday,00:03,Montreal,b9d14281ceeaf9913a820adab2e125c6,St-Hubert / de Maisonneuve (nord),0,22
Montreal-L9F8bch2,2024-07-25T05:54:34.865000Z,Robert-Bourassa/St-Maurice--SoS0XwEN,2024-07-25,Thursday,00:03,Montreal,1469c136bd5b7cecb99703bfdeaeda8b,Robert-Bourassa / St-Maurice,2,20
Montreal-GtbSarlU,2024-07-25T06:03:10.238000Z,ComplexesportifClaude-Robillard(Émile-Journault)--ni0OECb9,2024-07-25,Thursday,00:03,Montreal,76fdf335f45f4dc6aa762acab6a94e41,Complexe sportif Claude-Robillard (Émile-Journault),14,7
Montreal-t69w2wwi,2024-07-25T06:03:09.250000Z,15eavenue/Laurier--jLJqIH8G,2024-07-25,Thursday,00:03,Montreal,cfc09f1f86e151cf8778b662a3d3650b,15e avenue / Laurier,12,12
Montreal-u76v5AXb,2024-07-25T06:03:09.056000Z,delaCommune/Berri--0jYUiu2L,2024-07-25,Thursday,00:03,Montreal,3f155bd80f721e2f372821f3a7b08512,de la Commune / Berri,33,37
Montreal-Q7RgadM8,2024-07-25T06:03:07.545000Z,delaCommune/St-Sulpice--FssPYIWC,2024-07-25,Thursday,00:03,Montreal,d5193bc68b01855a79fd8c694ef2e2f9,de la Commune / St-Sulpice,1,45
Montreal-b1vJfqwS,2024-07-25T05:54:31.312000Z,CHSLDRobertCliche(deBellechasse/16eavenue)--rxTY94Ie,2024-07-25,Thursday,00:03,Montreal,5628b95a789420240f43c4f870c685de,CHSLD Robert Cliche (de Bellechasse / 16e avenue),6,9
Montreal-T2Z2wDRb,2024-07-25T06:03:11.697000Z,St-Jacques/desSeigneurs--JcI519vs,2024-07-25,Thursday,00:03,Montreal,ff85c138d884da9a4540f32b12086338,St-Jacques / des Seigneurs,20,3
Montreal-7SSG8JSQ,2024-07-25T06:03:09.965000Z,Richmond/desBassins--I5VNjrUK,2024-07-25,Thursday,00:03,Montreal,ac728f271b196e19899f2323fb8d7795,Richmond / des Bassins,5,25
Montreal-KWIze2r4,2024-07-25T06:03:09.038000Z,delaCommune/PlaceJacques-Cartier--lTVmqqBN,2024-07-25,Thursday,00:03,Montreal,0a3aa715457ea0c777ddd396228eafd1,de la Commune / Place Jacques-Cartier,0,81
Montreal-QY2TqZgv,2024-07-25T05:54:34.048000Z,St-Antoine/delaMontagne--eutAfhQ2,2024-07-25,Thursday,00:03,Montreal,f6f620ef83bbb9c0e42133ca15de895b,St-Antoine / de la Montagne,17,0
Montreal-2Mz2efni,2024-07-25T06:03:06.435000Z,MétroMont-Royal(Utilitéspubliques/Rivard)--psGPvmVx,2024-07-25,Thursday,00:03,Montreal,85f495db4bcf79e15029dcc21da9b2a7,Métro Mont-Royal (Utilités publiques / Rivard),26,16
Montreal-Y2e0U4kF,2024-07-25T06:03:11.477000Z,Peel/Notre-Dame--UXjnnqVO,2024-07-25,Thursday,00:03,Montreal,8c3e8bbf15685f205ba044dbeac4960a,Peel / Notre-Dame,3,40
Montreal-EjJiF8RP,2024-07-25T05:54:30.908000Z,Atwater/Greene--EkIQfwKM,2024-07-25,Thursday,00:03,Montreal,567cbde732fdd0fb13d545dd1b5e963c,Atwater / Greene,2,23
Montreal-XC4V6HlH,2024-07-25T05:54:33.509000Z,delaCommune/King--dXR6Iqce,2024-07-25,Thursday,00:03,Montreal,918f32736e8c298b4c7a5a58f6e46da5,de la Commune / King,2,84
Montreal-C7WeOXRJ,2024-07-25T06:03:07.561000Z,Smith/Peel--3SYLOf3h,2024-07-25,Thursday,00:03,Montreal,7214c61eb7f8d875d6db8db935ad16ea,Smith / Peel,12,7
Montreal-chtmsdn2,2024-07-25T05:54:31.759000Z,William/Robert-Bourassa--dT8PSrmx,2024-07-25,Thursday,00:03,Montreal,5782e71fd4ba8263a67de59b093dc320,William / Robert-Bourassa,7,14
Montreal-UXXqYxRh,2024-07-25T06:03:11.385000Z,desPins/St-Laurent--1uOrG1sY,2024-07-25,Thursday,00:03,Montreal,5b7a4c0ffaa2aeb1b8583498e113e81d,des Pins / St-Laurent,23,4
Montreal-FdKjk356,2024-07-25T06:03:08.573000Z,Émile-Duployé/Sherbrooke--IeIkU1yr,2024-07-25,Thursday,00:03,Montreal,15f3a0b338dba26f99a8df6fab3fdbc7,Émile-Duployé / Sherbrooke,16,5
Montreal-s3z9y5RX,2024-07-25T06:03:09.627000Z,MétroAtwater(Atwater/Ste-Catherine)--h0vTQ8SR,2024-07-25,Thursday,00:03,Montreal,aa392581e19d48cf19a168a0dfa88f4b,Métro Atwater (Atwater / Ste-Catherine),32,9
Montreal-OdtAKSEJ,2024-07-25T06:03:10.954000Z,ComplexeDesjardins(St-Urbain/René-Lévesque)--njJAHlou,2024-07-25,Thursday,00:03,Montreal,afb936a3ae54566d7c227dc5b6ee94f3,Complexe Desjardins (St-Urbain / René-Lévesque),5,33
Montreal-HyaYtcUV,2024-07-25T05:54:31.946000Z,BIXIK5--ibciE3lD,2024-07-25,Thursday,00:03,Montreal,f542176bf7e4e0f28f80cb1d57e323ec,BIXI K5,6,12
Montreal-hIPqDwgk,2024-07-25T05:54:33.975000Z,Ste-Catherine/Union--wPjRyqTU,2024-07-25,Thursday,00:03,Montreal,862dcb9c957597a18cfec10729b53a88,Ste-Catherine / Union,1,32
Montreal-2FHLLvsu,2024-07-25T05:54:33.473000Z,PlaceduCanada(Peel/desCanadiens-de-Montréal)--9zgCOTuB,2024-07-25,Thursday,00:03,Montreal,ee43e83128a1380f7aa33378bd66c56e,Place du Canada (Peel / des Canadiens-de-Montréal),1,25
Montreal-Bgr8QkfC,2024-07-25T06:03:11.177000Z,Aylwin/Ontario--DWHeUhlN,2024-07-25,Thursday,00:03,Montreal,3abdc1b0a911538a256467510b0dcc50,Aylwin / Ontario,16,8
Montreal-7KBWlGdf,2024-07-25T06:03:10.633000Z,Molson/William-Tremblay--LXdEnuz5,2024-07-25,Thursday,00:03,Montreal,531dfca0ea4152da1c5e60b7fa74ba1c,Molson / William-Tremblay,5,23
